agency_code,pct_rating_P1_Accomplished,pct_rating_P1_Developing,pct_rating_P1_Distinguished,pct_rating_P1_NotDemostrated,pct_rating_P1_Proficient,pct_rating_P2_Accomplished,pct_rating_P2_Developing,pct_rating_P2_Distinguished,pct_rating_P2_NotDemostrated,pct_rating_P2_Proficient,pct_rating_P3_Accomplished,pct_rating_P3_Developing,pct_rating_P3_Distinguished,pct_rating_P3_NotDemostrated,pct_rating_P3_Proficient,pct_rating_P4_Accomplished,pct_rating_P4_Developing,pct_rating_P4_Distinguished,pct_rating_P4_NotDemostrated,pct_rating_P4_Proficient,pct_rating_P5_Accomplished,pct_rating_P5_Developing,pct_rating_P5_Distinguished,pct_rating_P5_NotDemostrated,pct_rating_P5_Proficient,pct_rating_P6_Accomplished,pct_rating_P6_Developing,pct_rating_P6_Distinguished,pct_rating_P6_NotDemostrated,pct_rating_P6_Proficient,pct_rating_P7_Accomplished,pct_rating_P7_Developing,pct_rating_P7_Distinguished,pct_rating_P7_NotDemostrated,pct_rating_P7_Proficient,pct_rating_PS_DoesNotMeetExpectedGrowth,pct_rating_PS_ExceedsExpectedGrowth,pct_rating_PS_MeetsExpectedGrowth,pct_rating_T1_Accomplished,pct_rating_T1_Developing,pct_rating_T1_Distinguished,pct_rating_T1_NotDemostrated,pct_rating_T1_Proficient,pct_rating_T2_Accomplished,pct_rating_T2_Developing,pct_rating_T2_Distinguished,pct_rating_T2_NotDemostrated,pct_rating_T2_Proficient,pct_rating_T3_Accomplished,pct_rating_T3_Developing,pct_rating_T3_Distinguished,pct_rating_T3_NotDemostrated,pct_rating_T3_Proficient,pct_rating_T4_Accomplished,pct_rating_T4_Developing,pct_rating_T4_Distinguished,pct_rating_T4_NotDemostrated,pct_rating_T4_Proficient,pct_rating_T5_Accomplished,pct_rating_T5_Developing,pct_rating_T5_Distinguished,pct_rating_T5_NotDemostrated,pct_rating_T5_Proficient,pct_rating_TS_DoesNotMeetExpectedGrowth,pct_rating_TS_ExceedsExpectedGrowth,pct_rating_TS_MeetsExpectedGrowth
761320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.613,,0.065,,0.32299999999999995,0.5,,0.14300000000000002,,0.35700000000000004,0.35700000000000004,,,,0.643,0.71,,,,0.29,0.35700000000000004,,0.14300000000000002,,0.5,0.042,0.292,0.667
761321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407,,0.14800000000000002,,0.444,0.611,,,,0.389,0.333,,,,0.667,0.407,,0.037000000000000005,,0.556,0.5,,0.16699999999999998,,0.333,0.222,0.056,0.722
761328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.526,,0.053,,0.421,0.55,,,,0.45,0.25,,,,0.75,0.526,0.026,,,0.447,0.4,,,,0.6,0.08,0.2,0.72
761332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3670000000000001,,0.033,,0.6,0.154,,,,0.846,0.154,,0.077,,0.769,0.467,,,,0.5329999999999999,0.308,,0.077,,0.615,,0.227,0.773
761336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211,,0.5,,0.289,0.417,,,,0.583,0.583,,,,0.417,0.289,,0.474,,0.237,,,,,1.0,0.04,0.24,0.72
761LEA,0.294,0.059,0.118,,0.529,0.412,0.059,0.118,,0.412,0.412,,0.118,,0.471,0.471,,0.059,,0.471,0.353,,0.118,,0.529,0.235,,0.118,,0.647,0.235,,0.118,,0.647,0.118,0.412,0.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76A000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,
770310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222,,,,0.778,,,,,1.0,0.077,,,,0.923,0.111,,,,0.889,0.038,,,,0.962,0.08,0.32,0.6
770312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
770316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.438,,0.063,,0.5,0.4,,,,0.6,0.3,,,,0.7,0.5,,,,0.5,0.4,,,,0.6,0.154,0.154,0.6920000000000001
770318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.441,0.029,,,0.529,0.053,,,,0.947,0.211,,,,0.789,0.353,,,,0.647,0.053,,,,0.947,0.087,0.304,0.609
770328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.394,0.03,0.03,,0.545,0.5,,,,0.5,0.5,0.045,,,0.455,0.394,0.03,,,0.5760000000000001,0.636,0.045,,,0.318,0.045,0.273,0.682
770340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.344,,0.25,,0.406,0.222,,0.111,,0.667,0.278,,0.056,,0.667,0.125,,0.406,,0.469,0.222,,0.056,,0.722,0.13,0.261,0.609
770342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364,,,,0.636,0.125,,,,0.875,0.125,,,,0.875,,,,,1.0,,,,,1.0,,0.2,0.8
770344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.516,0.032,0.032,,0.419,0.667,0.048,,,0.28600000000000003,0.619,,,,0.381,0.8059999999999999,0.032,0.032,,0.129,0.619,,,,0.381,0.05,0.35,0.6
770346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,0.929,,0.042,,,0.958,,,,,1.0,0.036000000000000004,0.14300000000000002,,,0.821,,,,,1.0,0.063,0.313,0.625
770348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341,0.049,,,0.61,0.19,0.016,,,0.794,0.254,0.048,,,0.698,0.305,0.037000000000000005,,,0.659,0.159,0.016,,,0.825,0.383,0.16699999999999998,0.45
770349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.636,,0.091,,0.273,0.5,,,,0.5,0.667,,,,0.333,0.727,,,,0.273,0.5,,,,0.5,0.111,0.222,0.667
770351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448,,,,0.552,0.4,,,,0.6,0.35,,,,0.65,0.586,,,,0.414,0.3,,,,0.7,0.158,0.316,0.526
770360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.023,,0.477,0.483,0.034,0.034,,0.448,0.31,0.034,0.034,,0.621,0.295,0.045,0.045,,0.614,0.241,0.034,0.034,,0.69,0.25,0.063,0.688
770364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.05,,,0.6,0.118,0.059,,,0.8240000000000001,0.059,0.059,,,0.882,0.2,0.05,,,0.75,0.059,0.059,,,0.882,0.5,,0.5
770368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.217,0.087,,,0.696,0.067,0.2,,,0.733,0.067,,,,0.933,0.261,0.043,,,0.696,0.067,,,,0.933,0.231,0.077,0.6920000000000001
770370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.417,,0.028,,0.556,0.238,,,,0.762,0.095,,,,0.905,0.278,,0.056,,0.667,0.14300000000000002,,,,0.857,0.13,0.174,0.696
770LEA,0.467,0.067,,,0.467,0.4,0.067,0.033,,0.5,0.4,,0.067,,0.5329999999999999,0.333,0.067,0.033,,0.5670000000000001,0.3,0.1,,,0.6,0.3670000000000001,0.033,,,0.6,0.233,0.033,,,0.733,0.3670000000000001,0.4,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.556,,0.111,,0.333,0.333,,,,0.667,0.333,,,,0.667,0.444,,0.111,,0.444,0.333,,,,0.667,,,
780320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,0.32,0.5,,,,0.5,0.16699999999999998,,,,0.833,0.56,,,,0.44,0.333,,,,0.667,0.3,0.1,0.6
780322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.605,,,,0.395,0.25,,,,0.75,0.16699999999999998,,,,0.833,0.737,,,,0.263,0.083,,,,0.917,0.097,0.097,0.8059999999999999
780324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.579,,,,0.421,0.16699999999999998,,,,0.833,0.16699999999999998,,,,0.833,0.579,,,,0.421,0.16699999999999998,,,,0.833,0.28600000000000003,0.14300000000000002,0.5710000000000001
780325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08900000000000001,,,,0.911,0.04,,,,0.96,,,,,1.0,0.044,,,,0.956,,,,,1.0,0.44,0.12,0.44
780326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.182,0.091,,,0.727,,0.111,,,0.889,,,,,1.0,0.182,0.045,,,0.773,,0.111,,,0.889,0.188,0.25,0.563
780328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.688,,,,0.313,0.429,,,,0.5710000000000001,0.429,,,,0.5710000000000001,0.688,,,,0.313,0.429,,,,0.5710000000000001,0.333,,0.667
780329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.529,,,,0.471,0.28600000000000003,,,,0.7140000000000001,0.28600000000000003,,,,0.7140000000000001,0.412,,,,0.588,0.28600000000000003,,,,0.7140000000000001,0.462,,0.5379999999999999
780330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.675,0.025,0.025,,0.275,0.556,,,,0.444,0.5,,,,0.5,0.725,,0.025,,0.25,0.444,,,,0.556,0.5,0.154,0.34600000000000003
780331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16699999999999998,,,,0.833,,,,,1.0,0.5710000000000001,,,,0.429,0.5,,,,0.5,,,,,1.0,,,
780336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711,,,,0.289,0.5710000000000001,,,,0.429,0.5710000000000001,,,,0.429,0.733,,,,0.267,0.429,,,,0.5710000000000001,0.343,0.114,0.5429999999999999
780340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.519,,0.444,,0.037000000000000005,0.875,,0.125,,,0.625,,0.25,,0.125,0.63,,0.333,,0.037000000000000005,0.875,,0.125,,,0.048,0.333,0.619
780341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,,0.036000000000000004,,0.7859999999999999,0.077,,,,0.923,0.077,,,,0.923,0.28600000000000003,,,,0.7140000000000001,0.077,,,,0.923,0.647,,0.353
780342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425,,0.142,,0.433,0.36,,0.08,,0.56,0.36,,0.08,,0.56,0.48,,0.134,,0.386,0.06,,0.06,,0.88,0.35100000000000003,0.162,0.486
780344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304,0.065,0.13,,0.5,0.313,,,,0.688,0.25,0.125,,,0.625,0.261,0.022,0.087,,0.63,0.25,,,,0.75,0.182,0.091,0.727
780352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.652,0.043,,,0.304,0.28600000000000003,,,,0.7140000000000001,0.14300000000000002,,,,0.857,0.087,0.043,,,0.87,,,,,1.0,0.188,0.125,0.688
780356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.278,,,,0.722,0.4,,,,0.6,0.4,,,,0.6,0.222,,,,0.778,0.4,,,,0.6,0.133,0.333,0.5329999999999999
780360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7140000000000001,,,,0.28600000000000003,0.462,,,,0.5379999999999999,0.385,0.077,,,0.5379999999999999,0.743,0.029,,,0.229,0.385,,,,0.615,0.222,0.07400000000000001,0.7040000000000001
780364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472,,0.028,,0.5,0.333,,,,0.667,,,,,1.0,0.139,,,,0.861,,,,,1.0,0.061,0.212,0.727
780368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.442,,,,0.5579999999999999,0.071,,,,0.929,0.5710000000000001,,,,0.429,0.279,,,,0.721,0.28600000000000003,,,,0.7140000000000001,0.185,0.14800000000000002,0.667
780374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108,0.081,,,0.8109999999999999,0.05,0.1,,,0.85,,0.2,,,0.8,0.108,0.108,,,0.784,,0.1,,,0.9,0.423,0.038,0.5379999999999999
780376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,0.233,0.2,0.5670000000000001
780384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.161,,,,0.8390000000000001,0.2,,,,0.8,0.05,,,,0.95,0.018000000000000002,,,,0.982,0.05,,,,0.95,0.209,0.18600000000000005,0.605
780385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.917,,,,0.083,1.0,,,,,1.0,,,,,0.917,,,,0.083,1.0,,,,,0.1,0.4,0.5
780390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,0.95,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,0.2,0.133,0.667
780391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667,,0.16699999999999998,,0.16699999999999998,0.706,,0.118,,0.17600000000000002,0.588,,0.118,,0.294,0.643,,0.14300000000000002,,0.214,0.647,,0.059,,0.294,0.2,0.28,0.52
780392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.259,0.037000000000000005,,,0.7040000000000001,0.25,0.063,,,0.688,0.188,0.063,,,0.75,0.222,0.037000000000000005,,,0.741,0.25,0.063,,,0.688,0.364,0.182,0.455
780393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472,,0.028,,0.5,0.375,,,,0.625,0.313,,,,0.688,0.611,,,,0.389,0.313,,,,0.688,0.182,0.273,0.545
780394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.394,,,,0.606,0.263,0.053,,,0.684,0.158,,,,0.8420000000000001,0.394,,,,0.606,0.211,,,,0.789,0.16,0.32,0.52
780396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214,0.071,0.28600000000000003,,0.429,0.2,,,,0.8,0.2,,,,0.8,0.214,0.071,0.28600000000000003,,0.429,0.2,,,,0.8,0.375,,0.625
780398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.486,,,,0.514,0.391,,,,0.609,0.391,,,,0.609,0.486,,,,0.514,0.522,,,,0.478,0.269,0.038,0.6920000000000001
780400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.436,0.036000000000000004,0.018000000000000002,,0.509,0.414,,,,0.586,0.345,,,,0.655,0.418,0.018000000000000002,,,0.564,0.241,,,,0.759,0.16699999999999998,0.14300000000000002,0.69
780401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.473,0.018000000000000002,,0.036000000000000004,0.473,0.25,0.063,,,0.688,0.25,0.063,,,0.688,0.527,0.036000000000000004,,,0.436,,,,0.438,0.563,0.129,0.258,0.613
780402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415,,,,0.585,0.5,,,,0.5,0.333,,,,0.667,0.537,,,,0.463,0.389,,,,0.611,0.913,,0.087
780403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6559999999999999,,,,0.344,0.16699999999999998,,,,0.833,0.444,,,,0.556,0.406,,,,0.594,0.278,,,,0.722,,0.5,0.5
780407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,0.75,,0.125,0.14300000000000002,,0.5710000000000001,,0.28600000000000003,0.14300000000000002,,0.5710000000000001,,0.28600000000000003,0.16699999999999998,,0.708,,0.125,0.14300000000000002,,0.5710000000000001,,0.28600000000000003,,0.211,0.789
780408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.294,,,,0.706,,,,,1.0,0.14300000000000002,,,,0.857,,,,,1.0,,,,,1.0,0.417,,0.583
780410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,0.188,0.188,,0.25,0.182,0.182,0.091,,0.545,0.273,0.182,0.091,,0.455,0.313,0.125,0.188,,0.375,0.273,0.182,0.091,,0.455,0.308,0.077,0.615
780412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.441,,,,0.5589999999999999,0.294,,,,0.706,0.412,,,,0.588,0.471,,,,0.529,0.17600000000000002,,,,0.8240000000000001,0.077,0.192,0.731
780416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,0.923,0.25,,,,0.75,,,,,1.0,0.192,,,,0.8079999999999999,,,,,1.0,0.048,0.28600000000000003,0.667
780417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.588,,,,0.412,0.625,,,,0.375,0.5,,,,0.5,0.471,,,,0.529,0.563,,,,0.438,0.333,0.083,0.583
780418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711,,0.053,,0.237,0.7,,,,0.3,0.7,,,,0.3,0.763,,0.053,,0.184,0.5,,,,0.5,0.14300000000000002,0.14300000000000002,0.7140000000000001
780420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08800000000000001,,0.01,,0.902,0.077,,,,0.923,0.051,,,,0.949,0.029,,0.01,,0.961,0.051,,,,0.949,0.333,0.267,0.4
780LEA,0.339,0.048,,,0.613,0.452,0.048,0.016,,0.484,0.29,0.016,,,0.6940000000000001,0.452,,0.016,,0.532,0.387,0.032,,,0.581,0.194,0.048,,,0.758,0.194,0.032,,,0.774,0.426,0.246,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78A000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7140000000000001,,,,0.28600000000000003,,,,,1.0,,,,,1.0,0.7140000000000001,,,,0.28600000000000003,,,,,1.0,0.2,0.2,0.6
78B000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.417,,0.333,,0.25,0.5,,0.5,,,0.25,,0.5,,0.25,0.5,,0.333,,0.16699999999999998,0.5,,0.5,,,,0.5,0.5
790302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.643,,,,0.35700000000000004,0.625,,,,0.375,0.375,,,,0.625,0.821,,,,0.179,0.625,,,,0.375,,0.222,0.778
790310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,0.04,,0.4,0.5,,,,0.5,0.5,,,,0.5,0.68,,,,0.32,0.5,,,,0.5,,0.4,0.6
790314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6459999999999999,0.021,0.021,,0.313,0.75,0.05,,,0.2,0.6,0.05,,,0.35,0.625,0.021,,,0.354,0.2,0.05,,,0.75,0.258,0.065,0.677
790318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,0.04,,0.56,0.4,,,,0.6,0.2,,,,0.8,0.52,,,,0.48,0.4,,,,0.6,0.17600000000000002,0.118,0.706
790322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,0.2,0.6,,,,0.4,0.8,,,,0.2,0.933,,,,0.067,0.8,,,,0.2,,0.1,0.9
790327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7390000000000001,,0.261,,,0.857,,0.14300000000000002,,,0.5710000000000001,,0.14300000000000002,,0.28600000000000003,0.87,,0.087,,0.043,0.857,,,,0.14300000000000002,0.111,0.222,0.667
790330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115,0.038,0.038,,0.8079999999999999,0.1,0.1,,,0.8,0.2,0.1,,,0.7,0.077,0.077,0.038,,0.8079999999999999,,0.2,,,0.8,0.333,0.16699999999999998,0.5
790334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.882,,0.059,,0.059,0.8,,,,0.2,0.8,,,,0.2,0.882,,0.059,,0.059,0.8,,,,0.2,,0.091,0.909
790344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.484,,,,0.516,0.5,,,,0.5,0.16699999999999998,,,,0.833,0.419,,,,0.581,0.389,,,,0.611,0.05,0.35,0.6
790347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.579,0.053,0.053,,0.316,0.4,0.1,,,0.5,0.4,0.1,,,0.5,0.526,0.053,,,0.421,0.3,0.1,,,0.6,0.308,0.231,0.462
790350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.033,0.033,,0.433,0.333,,,,0.667,0.467,0.067,,,0.467,0.5,0.033,0.033,,0.433,0.267,0.133,,,0.6,0.14300000000000002,0.095,0.762
790354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,0.022,0.022,,0.8440000000000001,0.1,0.05,,,0.85,,,,,1.0,0.156,,,,0.8440000000000001,,,,,1.0,0.483,0.172,0.345
790358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615,,,,0.385,0.5,0.16699999999999998,,,0.333,0.444,0.16699999999999998,,,0.389,0.5379999999999999,0.077,,,0.385,0.389,0.16699999999999998,,,0.444,0.095,0.048,0.857
790362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.611,,0.222,,0.16699999999999998,0.5,,,,0.5,0.625,,,,0.375,0.611,,,,0.389,0.75,,,,0.25,,0.5,0.5
790366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,0.106,,0.5529999999999999,0.35,,,,0.65,0.25,,,,0.75,0.426,,0.085,,0.489,0.15,,,,0.85,0.483,0.069,0.448
790374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.14300000000000002,,,0.657,0.14300000000000002,0.381,,,0.476,0.14300000000000002,0.333,,,0.524,0.229,0.229,,,0.5429999999999999,0.19,0.28600000000000003,,,0.524,0.348,0.043,0.609
790378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358,,0.094,,0.547,0.2,,,,0.8,0.067,,0.067,,0.867,0.377,0.038,0.019,,0.5660000000000001,,,0.067,,0.933,0.17600000000000002,0.324,0.5
790379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.556,,0.111,,0.333,0.25,,,,0.75,0.5,,,,0.5,0.778,,,,0.222,0.5,,,,0.5,,0.625,0.375
790380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429,,0.071,,0.5,0.267,,,,0.733,0.133,,,,0.867,0.452,,0.048,,0.5,0.133,,,,0.867,0.172,0.172,0.655
790386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.412,,,,0.588,0.667,,,,0.333,0.333,,,,0.667,0.412,,,,0.588,0.333,,,,0.667,,0.083,0.917
790390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.556,,0.07400000000000001,,0.37,0.455,,,,0.545,0.273,,,,0.727,0.519,,,,0.481,0.182,,0.091,,0.727,0.118,,0.882
790392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667,,,,0.333,0.5,,,,0.5,0.5,,,,0.5,,,,,1.0,1.0,,,,,,,
790394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.618,,0.029,,0.353,0.375,,,,0.625,0.25,,,,0.75,0.471,,,,0.529,,,,,1.0,0.16699999999999998,0.208,0.625
790398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.733,,0.16699999999999998,,0.1,0.733,,0.2,,0.067,0.267,,0.067,,0.667,0.733,,,,0.267,0.6,,0.133,,0.267,,0.565,0.435
790402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.636,,0.03,,0.333,0.636,,,,0.364,0.182,,,,0.818,0.667,,0.03,,0.303,0.455,,,0.091,0.455,0.083,0.417,0.5
790LEA,0.3,0.025,0.025,,0.65,0.4,,0.025,,0.575,0.475,0.025,0.025,,0.475,0.375,,0.025,,0.6,0.35,0.025,0.025,,0.6,0.425,0.025,0.025,,0.525,0.35,0.025,,,0.625,0.436,0.256,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79A000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,0.5,,0.5
800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
800308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,,,,0.769,0.077,,,,0.923,0.154,,,,0.846,0.077,0.231,,,0.6920000000000001,0.077,,,,0.923,0.25,,0.75
800312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.474,,0.474,,0.053,,,0.667,,0.333,,,0.667,,0.333,0.579,,0.368,,0.053,,,0.667,,0.333,0.14300000000000002,0.214,0.643
800314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.491,,0.019,,0.491,0.348,,,,0.652,0.217,,,,0.7829999999999999,0.491,0.019,,,0.491,0.087,,,,0.913,0.48,0.08,0.44
800315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.435,,0.13,,0.435,0.313,0.063,,,0.625,0.25,0.063,,,0.688,0.522,0.043,,,0.435,0.125,,0.063,,0.813,0.2,0.133,0.667
800316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.583,0.028,,,0.389,0.476,0.048,,,0.476,0.333,0.095,,,0.5710000000000001,0.583,0.056,,,0.361,0.524,,,,0.476,0.038,0.115,0.846
800320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.536,0.071,0.036000000000000004,,0.35700000000000004,0.333,0.083,,,0.583,0.16699999999999998,,,,0.833,0.429,0.071,,,0.5,0.16699999999999998,0.083,,,0.75,,0.15,0.85
800324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8420000000000001,,0.105,,0.053,0.778,,,,0.222,0.444,,,,0.556,0.789,,0.053,,0.158,0.778,,,,0.222,,0.083,0.917
800328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.636,,0.03,,0.333,0.412,,,,0.588,0.353,,,,0.647,0.667,,,,0.333,0.412,,,,0.588,0.333,0.16699999999999998,0.5
800340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,0.049,,0.541,0.3670000000000001,0.067,,,0.5670000000000001,0.2,0.067,,,0.733,0.295,0.049,0.016,,0.639,0.16699999999999998,0.033,,,0.8,0.14300000000000002,0.476,0.381
