agency_code,count_ALL_PK_ENROLL,count_AM7_PK_ENROLL,count_AS7_PK_ENROLL,count_BL7_PK_ENROLL,count_ELS_PK_ENROLL,count_FEM_PK_ENROLL,count_HI7_PK_ENROLL,count_MALE_PK_ENROLL,count_MU7_PK_ENROLL,count_PI7_PK_ENROLL,count_SWD_PK_ENROLL,count_WH7_PK_ENROLL,pct_ALL_PK_ENROLL,pct_AM7_PK_ENROLL,pct_AS7_PK_ENROLL,pct_BL7_PK_ENROLL,pct_ELS_PK_ENROLL,pct_FEM_PK_ENROLL,pct_HI7_PK_ENROLL,pct_MALE_PK_ENROLL,pct_MU7_PK_ENROLL,pct_PI7_PK_ENROLL,pct_SWD_PK_ENROLL,pct_WH7_PK_ENROLL
230357,16.0,,,9.0,0.0,6.0,1.0,10.0,,,0.0,6.0,1.0,,,0.563,1.0,0.375,0.063,0.625,,,0.0,0.375
230368,42.0,,,22.0,0.0,23.0,1.0,19.0,2.0,,0.0,17.0,1.0,,,0.524,1.0,0.5479999999999999,0.024,0.452,0.048,,0.0,0.405
230370,29.0,,,9.0,0.0,10.0,1.0,19.0,2.0,,0.0,17.0,1.0,,,0.31,1.0,0.345,0.034,0.655,0.069,,0.0,0.586
230376,8.0,,,2.0,0.0,3.0,,5.0,1.0,,0.0,5.0,1.0,,,0.25,1.0,0.375,,0.625,0.125,,0.0,0.625
230380,16.0,,,7.0,0.0,7.0,,9.0,,,0.0,9.0,1.0,,,0.438,1.0,0.438,,0.563,,,0.0,0.563
230LEA,413.0,,2.0,180.0,0.0,202.0,22.0,211.0,19.0,2.0,0.0,188.0,1.0,,0.005,0.436,1.0,0.489,0.053,0.511,0.046,0.005,0.0,0.455
240308,32.0,1.0,,11.0,0.0,20.0,6.0,12.0,2.0,,0.0,12.0,1.0,0.031,,0.344,1.0,0.625,0.188,0.375,0.063,,0.0,0.375
240328,18.0,,,3.0,0.0,10.0,,8.0,3.0,,0.0,12.0,1.0,,,0.16699999999999998,1.0,0.556,,0.444,0.16699999999999998,,0.0,0.667
240332,15.0,,,8.0,0.0,7.0,1.0,8.0,2.0,,0.0,4.0,1.0,,,0.5329999999999999,1.0,0.467,0.067,0.5329999999999999,0.133,,0.0,0.267
240344,18.0,1.0,,6.0,0.0,10.0,1.0,8.0,1.0,,0.0,9.0,1.0,0.056,,0.333,1.0,0.556,0.056,0.444,0.056,,0.0,0.5
240352,13.0,,,4.0,0.0,4.0,6.0,9.0,,,0.0,3.0,1.0,,,0.308,1.0,0.308,0.462,0.6920000000000001,,,0.0,0.231
240354,32.0,12.0,,9.0,0.0,20.0,2.0,12.0,2.0,,0.0,7.0,1.0,0.375,,0.281,1.0,0.625,0.063,0.375,0.063,,0.0,0.219
240370,29.0,,,1.0,0.0,16.0,10.0,13.0,1.0,,0.0,17.0,1.0,,,0.034,1.0,0.552,0.345,0.448,0.034,,0.0,0.586
240372,49.0,,,31.0,0.0,31.0,,18.0,,1.0,0.0,17.0,1.0,,,0.633,1.0,0.633,,0.3670000000000001,,0.02,0.0,0.34700000000000003
240388,32.0,,1.0,5.0,0.0,12.0,2.0,20.0,,,0.0,24.0,1.0,,0.031,0.156,1.0,0.375,0.063,0.625,,,0.0,0.75
240LEA,238.0,14.0,1.0,78.0,0.0,130.0,28.0,108.0,11.0,1.0,0.0,105.0,1.0,0.059,0.004,0.328,1.0,0.546,0.118,0.454,0.046,0.004,0.0,0.441
241320,60.0,1.0,,24.0,0.0,26.0,14.0,34.0,7.0,,0.0,14.0,1.0,0.017,,0.4,1.0,0.433,0.233,0.5670000000000001,0.117,,0.0,0.233
241LEA,60.0,1.0,,24.0,0.0,26.0,14.0,34.0,7.0,,0.0,14.0,1.0,0.017,,0.4,1.0,0.433,0.233,0.5670000000000001,0.117,,0.0,0.233
250306,5.0,,,2.0,0.0,2.0,1.0,3.0,1.0,,0.0,1.0,1.0,,,0.4,1.0,0.4,0.2,0.6,0.2,,0.0,0.2
250308,12.0,,,1.0,0.0,5.0,1.0,7.0,,,0.0,10.0,1.0,,,0.083,1.0,0.417,0.083,0.583,,,0.0,0.833
250320,34.0,,,8.0,0.0,20.0,4.0,14.0,4.0,,0.0,18.0,1.0,,,0.235,1.0,0.588,0.118,0.412,0.118,,0.0,0.529
250328,25.0,,,3.0,0.0,7.0,4.0,18.0,5.0,,0.0,13.0,1.0,,,0.12,1.0,0.28,0.16,0.72,0.2,,0.0,0.52
250348,17.0,,2.0,7.0,0.0,7.0,,10.0,2.0,,0.0,6.0,1.0,,0.118,0.412,1.0,0.412,,0.588,0.118,,0.0,0.353
250350,27.0,,,10.0,0.0,9.0,8.0,18.0,,,0.0,9.0,1.0,,,0.37,1.0,0.333,0.29600000000000004,0.667,,,0.0,0.333
250LEA,120.0,,2.0,31.0,0.0,50.0,18.0,70.0,12.0,,0.0,57.0,1.0,,0.017,0.258,1.0,0.417,0.15,0.583,0.1,,0.0,0.475
260306,15.0,,,3.0,0.0,6.0,4.0,9.0,2.0,,0.0,6.0,1.0,,,0.2,1.0,0.4,0.267,0.6,0.133,,0.0,0.4
260310,14.0,,1.0,8.0,0.0,6.0,,8.0,3.0,1.0,0.0,1.0,1.0,,0.071,0.5710000000000001,1.0,0.429,,0.5710000000000001,0.214,0.071,0.0,0.071
260320,6.0,,,2.0,1.0,1.0,2.0,5.0,,,1.0,2.0,1.0,,,0.333,1.0,0.16699999999999998,0.333,0.833,,,0.16699999999999998,0.333
260326,16.0,,,7.0,0.0,5.0,3.0,11.0,3.0,,0.0,3.0,1.0,,,0.438,1.0,0.313,0.188,0.688,0.188,,0.0,0.188
260332,16.0,,,1.0,0.0,7.0,2.0,9.0,,,0.0,13.0,1.0,,,0.063,1.0,0.438,0.125,0.563,,,0.0,0.813
260338,44.0,,2.0,20.0,0.0,19.0,11.0,25.0,3.0,1.0,0.0,7.0,1.0,,0.045,0.455,1.0,0.4320000000000001,0.25,0.568,0.068,0.023,0.0,0.159
260340,1.0,,,,0.0,,,1.0,,,0.0,1.0,1.0,,,,1.0,,,1.0,,,0.0,1.0
260342,15.0,,1.0,4.0,0.0,7.0,1.0,8.0,4.0,,0.0,5.0,1.0,,0.067,0.267,1.0,0.467,0.067,0.5329999999999999,0.267,,0.0,0.333
260348,16.0,,,10.0,0.0,7.0,1.0,9.0,1.0,,0.0,4.0,1.0,,,0.625,1.0,0.438,0.063,0.563,0.063,,0.0,0.25
260352,44.0,1.0,1.0,18.0,0.0,16.0,8.0,28.0,8.0,,0.0,8.0,1.0,0.023,0.023,0.409,1.0,0.364,0.182,0.636,0.182,,0.0,0.182
260356,16.0,,,,0.0,9.0,1.0,7.0,1.0,,0.0,14.0,1.0,,,,1.0,0.563,0.063,0.438,0.063,,0.0,0.875
260363,13.0,,2.0,7.0,0.0,6.0,1.0,7.0,,1.0,0.0,2.0,1.0,,0.154,0.5379999999999999,1.0,0.462,0.077,0.5379999999999999,,0.077,0.0,0.154
260364,17.0,,,6.0,0.0,7.0,6.0,10.0,1.0,,0.0,4.0,1.0,,,0.353,1.0,0.412,0.353,0.588,0.059,,0.0,0.235
260370,32.0,4.0,1.0,15.0,0.0,13.0,1.0,19.0,2.0,,0.0,9.0,1.0,0.125,0.031,0.469,1.0,0.406,0.031,0.594,0.063,,0.0,0.281
260373,29.0,2.0,1.0,5.0,0.0,19.0,8.0,10.0,3.0,,0.0,10.0,1.0,0.069,0.034,0.172,1.0,0.655,0.276,0.345,0.103,,0.0,0.345
260375,16.0,,,7.0,0.0,7.0,3.0,9.0,1.0,,0.0,5.0,1.0,,,0.438,1.0,0.438,0.188,0.563,0.063,,0.0,0.313
260382,15.0,,,7.0,0.0,9.0,2.0,6.0,2.0,,0.0,4.0,1.0,,,0.467,1.0,0.6,0.133,0.4,0.133,,0.0,0.267
260396,17.0,1.0,,5.0,0.0,12.0,4.0,5.0,,,0.0,7.0,1.0,0.059,,0.294,1.0,0.706,0.235,0.294,,,0.0,0.412
260398,31.0,,,13.0,0.0,14.0,8.0,17.0,3.0,,0.0,7.0,1.0,,,0.419,1.0,0.452,0.258,0.5479999999999999,0.097,,0.0,0.226
260400,15.0,1.0,,6.0,0.0,3.0,5.0,12.0,2.0,,0.0,1.0,1.0,0.067,,0.4,1.0,0.2,0.333,0.8,0.133,,0.0,0.067
260402,2.0,,,1.0,0.0,,,2.0,,,0.0,1.0,1.0,,,0.5,1.0,,,1.0,,,0.0,0.5
260403,28.0,,1.0,10.0,0.0,13.0,3.0,15.0,4.0,,0.0,10.0,1.0,,0.036000000000000004,0.35700000000000004,1.0,0.464,0.107,0.536,0.14300000000000002,,0.0,0.35700000000000004
260404,16.0,,,7.0,0.0,9.0,7.0,7.0,,,0.0,2.0,1.0,,,0.438,1.0,0.563,0.438,0.438,,,0.0,0.125
260407,31.0,,,17.0,0.0,16.0,6.0,15.0,,1.0,0.0,7.0,1.0,,,0.5479999999999999,1.0,0.516,0.194,0.484,,0.032,0.0,0.226
260410,16.0,,5.0,7.0,0.0,5.0,2.0,11.0,,,0.0,2.0,1.0,,0.313,0.438,1.0,0.313,0.125,0.688,,,0.0,0.125
260414,20.0,,,14.0,0.0,6.0,4.0,14.0,1.0,,0.0,1.0,1.0,,,0.7,1.0,0.3,0.2,0.7,0.05,,0.0,0.05
260415,16.0,,,4.0,0.0,8.0,3.0,8.0,2.0,,0.0,7.0,1.0,,,0.25,1.0,0.5,0.188,0.5,0.125,,0.0,0.438
260416,14.0,,,3.0,0.0,7.0,3.0,7.0,2.0,,0.0,6.0,1.0,,,0.214,1.0,0.5,0.214,0.5,0.14300000000000002,,0.0,0.429
260426,16.0,,1.0,6.0,0.0,8.0,3.0,8.0,2.0,,0.0,4.0,1.0,,0.063,0.375,1.0,0.5,0.188,0.5,0.125,,0.0,0.25
260432,17.0,,,5.0,0.0,9.0,1.0,8.0,2.0,,0.0,9.0,1.0,,,0.294,1.0,0.529,0.059,0.471,0.118,,0.0,0.529
260450,17.0,,,9.0,0.0,6.0,3.0,11.0,1.0,,0.0,4.0,1.0,,,0.529,1.0,0.353,0.17600000000000002,0.647,0.059,,0.0,0.235
260452,16.0,,1.0,8.0,0.0,8.0,1.0,8.0,2.0,,0.0,4.0,1.0,,0.063,0.5,1.0,0.5,0.063,0.5,0.125,,0.0,0.25
260459,60.0,,1.0,28.0,0.0,24.0,11.0,36.0,4.0,,0.0,16.0,1.0,,0.017,0.467,1.0,0.4,0.183,0.6,0.067,,0.0,0.267
260LEA,657.0,9.0,18.0,263.0,1.0,292.0,118.0,365.0,59.0,4.0,1.0,186.0,1.0,0.014,0.027000000000000003,0.4,1.0,0.444,0.18,0.556,0.09,0.006,0.002,0.28300000000000003
270304,28.0,,,2.0,0.0,10.0,2.0,18.0,4.0,,0.0,20.0,1.0,,,0.071,1.0,0.35700000000000004,0.071,0.643,0.14300000000000002,,0.0,0.7140000000000001
270320,18.0,,,1.0,0.0,9.0,5.0,9.0,,,0.0,12.0,1.0,,,0.056,1.0,0.5,0.278,0.5,,,0.0,0.667
270LEA,46.0,,,3.0,0.0,19.0,7.0,27.0,4.0,,0.0,32.0,1.0,,,0.065,1.0,0.413,0.152,0.5870000000000001,0.087,,0.0,0.696
280302,18.0,,,,0.0,8.0,5.0,10.0,1.0,,0.0,12.0,1.0,,,,1.0,0.444,0.278,0.556,0.056,,0.0,0.667
280310,36.0,,1.0,,0.0,18.0,9.0,18.0,3.0,,0.0,23.0,1.0,,0.028,,1.0,0.5,0.25,0.5,0.083,,0.0,0.639
280312,45.0,,,1.0,0.0,23.0,19.0,22.0,3.0,,0.0,22.0,1.0,,,0.022,1.0,0.511,0.422,0.489,0.067,,0.0,0.489
280324,34.0,,,,11.0,13.0,11.0,21.0,1.0,,3.0,22.0,1.0,,,,1.0,0.382,0.324,0.618,0.029,,0.08800000000000001,0.647
280LEA,133.0,,1.0,1.0,11.0,62.0,44.0,71.0,8.0,,3.0,79.0,1.0,,0.008,0.008,1.0,0.466,0.331,0.534,0.06,,0.023,0.594
290302,2.0,,,,0.0,,,2.0,,,0.0,2.0,1.0,,,,1.0,,,1.0,,,0.0,1.0
290306,3.0,,,,0.0,,,3.0,1.0,,0.0,2.0,1.0,,,,1.0,,,1.0,0.333,,0.0,0.667
290312,22.0,,,1.0,3.0,12.0,8.0,10.0,,,1.0,13.0,1.0,,,0.045,1.0,0.545,0.364,0.455,,,0.045,0.591
290316,11.0,,,,0.0,3.0,1.0,8.0,,,0.0,10.0,1.0,,,,1.0,0.273,0.091,0.727,,,0.0,0.909
290320,5.0,,,,0.0,1.0,,4.0,,,0.0,5.0,1.0,,,,1.0,0.2,,0.8,,,0.0,1.0
290328,7.0,,,1.0,0.0,2.0,2.0,5.0,,,0.0,4.0,1.0,,,0.14300000000000002,1.0,0.28600000000000003,0.28600000000000003,0.7140000000000001,,,0.0,0.5710000000000001
290330,8.0,,,1.0,0.0,4.0,1.0,4.0,,,0.0,6.0,1.0,,,0.125,1.0,0.5,0.125,0.5,,,0.0,0.75
290333,13.0,,,,0.0,5.0,,8.0,,,0.0,13.0,1.0,,,,1.0,0.385,,0.615,,,0.0,1.0
290344,7.0,,,1.0,0.0,4.0,,3.0,,,0.0,6.0,1.0,,,0.14300000000000002,1.0,0.5710000000000001,,0.429,,,0.0,0.857
290352,9.0,,,,0.0,3.0,1.0,6.0,,,0.0,8.0,1.0,,,,1.0,0.333,0.111,0.667,,,0.0,0.889
290356,4.0,,,,0.0,1.0,,3.0,,,0.0,4.0,1.0,,,,1.0,0.25,,0.75,,,0.0,1.0
290364,14.0,,,,0.0,6.0,,8.0,2.0,,0.0,12.0,1.0,,,,1.0,0.429,,0.5710000000000001,0.14300000000000002,,0.0,0.857
290366,21.0,,,,2.0,12.0,8.0,9.0,,,0.0,13.0,1.0,,,,1.0,0.5710000000000001,0.381,0.429,,,0.0,0.619
290375,6.0,,,,0.0,5.0,,1.0,,,0.0,6.0,1.0,,,,1.0,0.833,,0.16699999999999998,,,0.0,1.0
290380,3.0,,,,0.0,2.0,,1.0,,,0.0,3.0,1.0,,,,1.0,0.667,,0.333,,,0.0,1.0
290384,8.0,,,,0.0,2.0,,6.0,1.0,,0.0,7.0,1.0,,,,1.0,0.25,,0.75,0.125,,0.0,0.875
290LEA,143.0,,,4.0,5.0,62.0,21.0,81.0,4.0,,1.0,114.0,1.0,,,0.028,1.0,0.434,0.147,0.5660000000000001,0.028,,0.006999999999999999,0.797
291348,102.0,,3.0,24.0,0.0,46.0,48.0,56.0,6.0,1.0,0.0,20.0,1.0,,0.029,0.235,1.0,0.451,0.471,0.5489999999999999,0.059,0.01,0.0,0.196
291LEA,102.0,,3.0,24.0,0.0,46.0,48.0,56.0,6.0,1.0,0.0,20.0,1.0,,0.029,0.235,1.0,0.451,0.471,0.5489999999999999,0.059,0.01,0.0,0.196
292318,79.0,,,21.0,14.0,31.0,35.0,48.0,7.0,,0.0,16.0,1.0,,,0.266,1.0,0.392,0.443,0.608,0.08900000000000001,,0.0,0.203
292LEA,79.0,,,21.0,14.0,31.0,35.0,48.0,7.0,,0.0,16.0,1.0,,,0.266,1.0,0.392,0.443,0.608,0.08900000000000001,,0.0,0.203
310304,30.0,2.0,,1.0,0.0,13.0,24.0,17.0,,,0.0,3.0,1.0,0.067,,0.033,1.0,0.433,0.8,0.5670000000000001,,,0.0,0.1
310308,30.0,,,7.0,0.0,14.0,6.0,16.0,1.0,,0.0,16.0,1.0,,,0.233,1.0,0.467,0.2,0.5329999999999999,0.033,,0.0,0.5329999999999999
310330,6.0,1.0,,,0.0,2.0,,4.0,1.0,,0.0,4.0,1.0,0.16699999999999998,,,1.0,0.333,,0.667,0.16699999999999998,,0.0,0.667
310336,47.0,3.0,1.0,25.0,0.0,21.0,13.0,26.0,3.0,,0.0,2.0,1.0,0.064,0.021,0.532,1.0,0.447,0.277,0.5529999999999999,0.064,,0.0,0.043
310360,50.0,2.0,,6.0,0.0,21.0,35.0,29.0,,,0.0,7.0,1.0,0.04,,0.12,1.0,0.42,0.7,0.58,,,0.0,0.14
310384,42.0,,,9.0,0.0,23.0,30.0,19.0,,,0.0,3.0,1.0,,,0.214,1.0,0.5479999999999999,0.7140000000000001,0.452,,,0.0,0.071
310388,36.0,3.0,,11.0,0.0,12.0,18.0,24.0,1.0,,0.0,3.0,1.0,0.083,,0.306,1.0,0.333,0.5,0.667,0.028,,0.0,0.083
310LEA,241.0,11.0,1.0,59.0,0.0,106.0,126.0,135.0,6.0,,0.0,38.0,1.0,0.046,0.004,0.245,1.0,0.44,0.523,0.56,0.025,,0.0,0.158
320308,12.0,,,5.0,0.0,6.0,7.0,6.0,,,0.0,,1.0,,,0.417,1.0,0.5,0.583,0.5,,,0.0,
320310,29.0,,1.0,8.0,0.0,10.0,19.0,19.0,,,0.0,1.0,1.0,,0.034,0.276,1.0,0.345,0.655,0.655,,,0.0,0.034
320315,37.0,,,18.0,0.0,9.0,16.0,28.0,,,0.0,3.0,1.0,,,0.486,1.0,0.243,0.4320000000000001,0.757,,,0.0,0.081
320324,13.0,,1.0,6.0,0.0,6.0,4.0,7.0,,,0.0,2.0,1.0,,0.077,0.462,1.0,0.462,0.308,0.5379999999999999,,,0.0,0.154
320328,21.0,,,8.0,0.0,6.0,10.0,15.0,2.0,,0.0,1.0,1.0,,,0.381,1.0,0.28600000000000003,0.476,0.7140000000000001,0.095,,0.0,0.048
320339,11.0,,,6.0,0.0,3.0,5.0,8.0,,,0.0,,1.0,,,0.545,1.0,0.273,0.455,0.727,,,0.0,
320340,26.0,,,13.0,0.0,9.0,7.0,17.0,,,0.0,6.0,1.0,,,0.5,1.0,0.34600000000000003,0.269,0.654,,,0.0,0.231
320344,12.0,,,8.0,0.0,4.0,3.0,8.0,,,0.0,1.0,1.0,,,0.667,1.0,0.333,0.25,0.667,,,0.0,0.083
320347,55.0,,,7.0,0.0,23.0,11.0,32.0,3.0,,0.0,34.0,1.0,,,0.127,1.0,0.418,0.2,0.5820000000000001,0.055,,0.0,0.618
320354,36.0,,,7.0,0.0,18.0,4.0,18.0,2.0,,0.0,23.0,1.0,,,0.194,1.0,0.5,0.111,0.5,0.056,,0.0,0.639
320360,41.0,,,18.0,0.0,12.0,20.0,29.0,,,0.0,3.0,1.0,,,0.439,1.0,0.293,0.488,0.7070000000000001,,,0.0,0.073
320362,3.0,,,1.0,0.0,2.0,,1.0,,,0.0,2.0,1.0,,,0.333,1.0,0.667,,0.333,,,0.0,0.667
320364,22.0,1.0,1.0,9.0,0.0,2.0,8.0,20.0,1.0,,0.0,2.0,1.0,0.045,0.045,0.409,1.0,0.091,0.364,0.909,0.045,,0.0,0.091
320367,13.0,,,6.0,0.0,7.0,6.0,6.0,,,0.0,1.0,1.0,,,0.462,1.0,0.5379999999999999,0.462,0.462,,,0.0,0.077
320369,17.0,,,10.0,0.0,6.0,5.0,11.0,1.0,,0.0,1.0,1.0,,,0.588,1.0,0.353,0.294,0.647,0.059,,0.0,0.059
320372,15.0,1.0,2.0,3.0,0.0,8.0,7.0,7.0,,1.0,0.0,1.0,1.0,0.067,0.133,0.2,1.0,0.5329999999999999,0.467,0.467,,0.067,0.0,0.067
320374,15.0,,2.0,6.0,0.0,5.0,6.0,10.0,,,0.0,1.0,1.0,,0.133,0.4,1.0,0.333,0.4,0.667,,,0.0,0.067
320376,27.0,,1.0,16.0,0.0,11.0,7.0,16.0,1.0,,0.0,2.0,1.0,,0.037000000000000005,0.593,1.0,0.407,0.259,0.593,0.037000000000000005,,0.0,0.07400000000000001
320388,24.0,,,10.0,0.0,10.0,10.0,14.0,1.0,,0.0,3.0,1.0,,,0.417,1.0,0.417,0.417,0.583,0.042,,0.0,0.125
320400,19.0,,1.0,7.0,0.0,5.0,10.0,14.0,,,0.0,1.0,1.0,,0.053,0.368,1.0,0.263,0.526,0.737,,,0.0,0.053
320LEA,448.0,2.0,9.0,172.0,0.0,162.0,165.0,286.0,11.0,1.0,0.0,88.0,1.0,0.004,0.02,0.384,1.0,0.362,0.368,0.638,0.025,0.002,0.0,0.196
330304,50.0,,,23.0,0.0,20.0,6.0,30.0,1.0,,0.0,20.0,1.0,,,0.46,1.0,0.4,0.12,0.6,0.02,,0.0,0.4
330308,52.0,,,24.0,0.0,27.0,7.0,25.0,4.0,,0.0,17.0,1.0,,,0.462,1.0,0.519,0.135,0.481,0.077,,0.0,0.327
330312,31.0,,,16.0,0.0,16.0,9.0,15.0,3.0,,0.0,3.0,1.0,,,0.516,1.0,0.516,0.29,0.484,0.097,,0.0,0.097
330334,12.0,,,5.0,0.0,6.0,5.0,6.0,,,0.0,2.0,1.0,,,0.417,1.0,0.5,0.417,0.5,,,0.0,0.16699999999999998
330354,44.0,,,18.0,0.0,21.0,11.0,23.0,3.0,,0.0,12.0,1.0,,,0.409,1.0,0.477,0.25,0.523,0.068,,0.0,0.273
330LEA,189.0,,,86.0,0.0,90.0,38.0,99.0,11.0,,0.0,54.0,1.0,,,0.455,1.0,0.476,0.201,0.524,0.058,,0.0,0.28600000000000003
340314,22.0,,,13.0,1.0,11.0,6.0,11.0,,,1.0,3.0,1.0,,,0.591,1.0,0.5,0.273,0.5,,,0.045,0.136
340326,18.0,,,6.0,0.0,10.0,7.0,8.0,,,0.0,5.0,1.0,,,0.333,1.0,0.556,0.389,0.444,,,0.0,0.278
340334,8.0,,,3.0,0.0,1.0,2.0,7.0,,,0.0,3.0,1.0,,,0.375,1.0,0.125,0.25,0.875,,,0.0,0.375
340344,14.0,,1.0,3.0,1.0,4.0,1.0,10.0,,,1.0,9.0,1.0,,0.071,0.214,1.0,0.28600000000000003,0.071,0.7140000000000001,,,0.071,0.643
340348,12.0,,,2.0,0.0,3.0,3.0,9.0,3.0,,0.0,4.0,1.0,,,0.16699999999999998,1.0,0.25,0.25,0.75,0.25,,0.0,0.333
340351,16.0,,3.0,10.0,0.0,7.0,2.0,9.0,,,0.0,1.0,1.0,,0.188,0.625,1.0,0.438,0.125,0.563,,,0.0,0.063
340354,30.0,,1.0,5.0,0.0,11.0,2.0,19.0,2.0,1.0,0.0,19.0,1.0,,0.033,0.16699999999999998,1.0,0.3670000000000001,0.067,0.633,0.067,0.033,0.0,0.633
340368,56.0,,,11.0,27.0,33.0,40.0,23.0,,,4.0,5.0,1.0,,,0.196,1.0,0.589,0.7140000000000001,0.411,,,0.071,0.08900000000000001
340376,44.0,,,7.0,22.0,22.0,30.0,22.0,,,1.0,7.0,1.0,,,0.159,1.0,0.5,0.682,0.5,,,0.023,0.159
340380,52.0,,,17.0,13.0,32.0,26.0,20.0,4.0,,1.0,5.0,1.0,,,0.327,1.0,0.615,0.5,0.385,0.077,,0.019,0.096
340384,17.0,,,8.0,6.0,9.0,8.0,8.0,,,0.0,1.0,1.0,,,0.471,1.0,0.529,0.471,0.471,,,0.0,0.059
340390,17.0,,,4.0,5.0,7.0,11.0,10.0,2.0,,0.0,,1.0,,,0.235,1.0,0.412,0.647,0.588,0.118,,0.0,
340400,35.0,,,22.0,5.0,19.0,8.0,16.0,,,0.0,5.0,1.0,,,0.629,1.0,0.5429999999999999,0.229,0.457,,,0.0,0.14300000000000002
340403,1.0,,,,0.0,,,1.0,,,0.0,1.0,1.0,,,,1.0,,,1.0,,,0.0,1.0
340416,2.0,,,,0.0,,1.0,2.0,,,0.0,1.0,1.0,,,,1.0,,0.5,1.0,,,0.0,0.5
340424,28.0,1.0,1.0,21.0,0.0,13.0,5.0,15.0,,,0.0,,1.0,0.036000000000000004,0.036000000000000004,0.75,1.0,0.464,0.179,0.536,,,0.0,
340426,19.0,,,4.0,0.0,9.0,3.0,10.0,2.0,,0.0,10.0,1.0,,,0.211,1.0,0.474,0.158,0.526,0.105,,0.0,0.526
340428,18.0,,,5.0,7.0,6.0,11.0,12.0,,,0.0,2.0,1.0,,,0.278,1.0,0.333,0.611,0.667,,,0.0,0.111
340430,36.0,,2.0,8.0,0.0,14.0,25.0,22.0,,,0.0,1.0,1.0,,0.056,0.222,1.0,0.389,0.6940000000000001,0.611,,,0.0,0.028
340432,1.0,,,,0.0,,,1.0,,,0.0,1.0,1.0,,,,1.0,,,1.0,,,0.0,1.0
340440,1.0,,,,0.0,,,1.0,,,0.0,1.0,1.0,,,,1.0,,,1.0,,,0.0,1.0
340447,20.0,,,12.0,0.0,10.0,2.0,10.0,3.0,,0.0,3.0,1.0,,,0.6,1.0,0.5,0.1,0.5,0.15,,0.0,0.15
340448,2.0,,,,0.0,1.0,1.0,1.0,,,0.0,1.0,1.0,,,,1.0,0.5,0.5,0.5,,,0.0,0.5
340453,2.0,,,2.0,0.0,,,2.0,,,0.0,,1.0,,,1.0,1.0,,,1.0,,,0.0,
340457,5.0,1.0,,,0.0,2.0,1.0,3.0,,,0.0,3.0,1.0,0.2,,,1.0,0.4,0.2,0.6,,,0.0,0.6
340462,26.0,,,14.0,0.0,17.0,10.0,9.0,,,0.0,2.0,1.0,,,0.5379999999999999,1.0,0.654,0.385,0.34600000000000003,,,0.0,0.077
340476,58.0,,1.0,17.0,16.0,23.0,27.0,35.0,2.0,,0.0,11.0,1.0,,0.017,0.293,1.0,0.397,0.466,0.603,0.034,,0.0,0.19
340490,26.0,,,17.0,4.0,11.0,7.0,15.0,1.0,,0.0,1.0,1.0,,,0.654,1.0,0.423,0.269,0.5770000000000001,0.038,,0.0,0.038
340494,8.0,,,1.0,0.0,1.0,,7.0,,,0.0,7.0,1.0,,,0.125,1.0,0.125,,0.875,,,0.0,0.875
340504,8.0,,,3.0,0.0,5.0,1.0,3.0,,,0.0,4.0,1.0,,,0.375,1.0,0.625,0.125,0.375,,,0.0,0.5
340508,10.0,,,3.0,0.0,2.0,3.0,8.0,,,0.0,4.0,1.0,,,0.3,1.0,0.2,0.3,0.8,,,0.0,0.4
340512,1.0,,,,0.0,,,1.0,,,0.0,1.0,1.0,,,,1.0,,,1.0,,,0.0,1.0
340514,36.0,,2.0,9.0,1.0,16.0,17.0,20.0,2.0,,0.0,6.0,1.0,,0.056,0.25,1.0,0.444,0.472,0.556,0.056,,0.0,0.16699999999999998
340520,29.0,,9.0,4.0,7.0,14.0,11.0,15.0,,,0.0,5.0,1.0,,0.31,0.138,1.0,0.483,0.379,0.517,,,0.0,0.172
340528,6.0,,,2.0,0.0,2.0,,4.0,,,0.0,4.0,1.0,,,0.333,1.0,0.333,,0.667,,,0.0,0.667
340530,35.0,,,16.0,7.0,20.0,15.0,15.0,2.0,,0.0,2.0,1.0,,,0.457,1.0,0.5710000000000001,0.429,0.429,0.057,,0.0,0.057
340531,26.0,,2.0,10.0,0.0,7.0,3.0,19.0,,,0.0,11.0,1.0,,0.077,0.385,1.0,0.269,0.115,0.731,,,0.0,0.423
340532,17.0,,,4.0,1.0,3.0,2.0,14.0,,,1.0,11.0,1.0,,,0.235,1.0,0.17600000000000002,0.118,0.8240000000000001,,,0.059,0.647
340536,2.0,,,,0.0,2.0,1.0,,,,0.0,1.0,1.0,,,,1.0,1.0,0.5,,,,0.0,0.5
340540,18.0,,,3.0,2.0,7.0,7.0,11.0,1.0,,0.0,7.0,1.0,,,0.16699999999999998,1.0,0.389,0.389,0.611,0.056,,0.0,0.389
340548,9.0,,,2.0,0.0,2.0,3.0,7.0,,1.0,0.0,3.0,1.0,,,0.222,1.0,0.222,0.333,0.778,,0.111,0.0,0.333
340560,1.0,,,,0.0,1.0,,,,,0.0,1.0,1.0,,,,1.0,1.0,,,,,0.0,1.0
340LEA,792.0,2.0,22.0,268.0,125.0,357.0,302.0,435.0,24.0,2.0,9.0,172.0,1.0,0.003,0.028,0.338,1.0,0.451,0.381,0.5489999999999999,0.03,0.003,0.011,0.217
350316,8.0,,,4.0,0.0,3.0,1.0,5.0,,,0.0,3.0,1.0,,,0.5,1.0,0.375,0.125,0.625,,,0.0,0.375
