agency_code,count_ALL_PK_ENROLL,count_AM7_PK_ENROLL,count_AS7_PK_ENROLL,count_BL7_PK_ENROLL,count_ELS_PK_ENROLL,count_FEM_PK_ENROLL,count_HI7_PK_ENROLL,count_MALE_PK_ENROLL,count_MU7_PK_ENROLL,count_PI7_PK_ENROLL,count_SWD_PK_ENROLL,count_WH7_PK_ENROLL
260414,20.0,,,14.0,0.0,6.0,4.0,14.0,1.0,,0.0,1.0
260415,16.0,,,4.0,0.0,8.0,3.0,8.0,2.0,,0.0,7.0
260416,14.0,,,3.0,0.0,7.0,3.0,7.0,2.0,,0.0,6.0
260426,16.0,,1.0,6.0,0.0,8.0,3.0,8.0,2.0,,0.0,4.0
260432,17.0,,,5.0,0.0,9.0,1.0,8.0,2.0,,0.0,9.0
260450,17.0,,,9.0,0.0,6.0,3.0,11.0,1.0,,0.0,4.0
260452,16.0,,1.0,8.0,0.0,8.0,1.0,8.0,2.0,,0.0,4.0
260459,60.0,,1.0,28.0,0.0,24.0,11.0,36.0,4.0,,0.0,16.0
260LEA,657.0,9.0,18.0,263.0,1.0,292.0,118.0,365.0,59.0,4.0,1.0,186.0
270304,28.0,,,2.0,0.0,10.0,2.0,18.0,4.0,,0.0,20.0
270320,18.0,,,1.0,0.0,9.0,5.0,9.0,,,0.0,12.0
270LEA,46.0,,,3.0,0.0,19.0,7.0,27.0,4.0,,0.0,32.0
280302,18.0,,,,0.0,8.0,5.0,10.0,1.0,,0.0,12.0
280310,36.0,,1.0,,0.0,18.0,9.0,18.0,3.0,,0.0,23.0
280312,45.0,,,1.0,0.0,23.0,19.0,22.0,3.0,,0.0,22.0
280324,34.0,,,,11.0,13.0,11.0,21.0,1.0,,3.0,22.0
280LEA,133.0,,1.0,1.0,11.0,62.0,44.0,71.0,8.0,,3.0,79.0
290302,2.0,,,,0.0,,,2.0,,,0.0,2.0
290306,3.0,,,,0.0,,,3.0,1.0,,0.0,2.0
290312,22.0,,,1.0,3.0,12.0,8.0,10.0,,,1.0,13.0
290316,11.0,,,,0.0,3.0,1.0,8.0,,,0.0,10.0
290320,5.0,,,,0.0,1.0,,4.0,,,0.0,5.0
290328,7.0,,,1.0,0.0,2.0,2.0,5.0,,,0.0,4.0
290330,8.0,,,1.0,0.0,4.0,1.0,4.0,,,0.0,6.0
290333,13.0,,,,0.0,5.0,,8.0,,,0.0,13.0
290344,7.0,,,1.0,0.0,4.0,,3.0,,,0.0,6.0
290352,9.0,,,,0.0,3.0,1.0,6.0,,,0.0,8.0
290356,4.0,,,,0.0,1.0,,3.0,,,0.0,4.0
290364,14.0,,,,0.0,6.0,,8.0,2.0,,0.0,12.0
290366,21.0,,,,2.0,12.0,8.0,9.0,,,0.0,13.0
290375,6.0,,,,0.0,5.0,,1.0,,,0.0,6.0
290380,3.0,,,,0.0,2.0,,1.0,,,0.0,3.0
290384,8.0,,,,0.0,2.0,,6.0,1.0,,0.0,7.0
290LEA,143.0,,,4.0,5.0,62.0,21.0,81.0,4.0,,1.0,114.0
291348,102.0,,3.0,24.0,0.0,46.0,48.0,56.0,6.0,1.0,0.0,20.0
291LEA,102.0,,3.0,24.0,0.0,46.0,48.0,56.0,6.0,1.0,0.0,20.0
292318,79.0,,,21.0,14.0,31.0,35.0,48.0,7.0,,0.0,16.0
292LEA,79.0,,,21.0,14.0,31.0,35.0,48.0,7.0,,0.0,16.0
310304,30.0,2.0,,1.0,0.0,13.0,24.0,17.0,,,0.0,3.0
310308,30.0,,,7.0,0.0,14.0,6.0,16.0,1.0,,0.0,16.0
310330,6.0,1.0,,,0.0,2.0,,4.0,1.0,,0.0,4.0
310336,47.0,3.0,1.0,25.0,0.0,21.0,13.0,26.0,3.0,,0.0,2.0
310360,50.0,2.0,,6.0,0.0,21.0,35.0,29.0,,,0.0,7.0
310384,42.0,,,9.0,0.0,23.0,30.0,19.0,,,0.0,3.0
310388,36.0,3.0,,11.0,0.0,12.0,18.0,24.0,1.0,,0.0,3.0
310LEA,241.0,11.0,1.0,59.0,0.0,106.0,126.0,135.0,6.0,,0.0,38.0
320308,12.0,,,5.0,0.0,6.0,7.0,6.0,,,0.0,
320310,29.0,,1.0,8.0,0.0,10.0,19.0,19.0,,,0.0,1.0
320315,37.0,,,18.0,0.0,9.0,16.0,28.0,,,0.0,3.0
320324,13.0,,1.0,6.0,0.0,6.0,4.0,7.0,,,0.0,2.0
320328,21.0,,,8.0,0.0,6.0,10.0,15.0,2.0,,0.0,1.0
320339,11.0,,,6.0,0.0,3.0,5.0,8.0,,,0.0,
320340,26.0,,,13.0,0.0,9.0,7.0,17.0,,,0.0,6.0
320344,12.0,,,8.0,0.0,4.0,3.0,8.0,,,0.0,1.0
320347,55.0,,,7.0,0.0,23.0,11.0,32.0,3.0,,0.0,34.0
320354,36.0,,,7.0,0.0,18.0,4.0,18.0,2.0,,0.0,23.0
320360,41.0,,,18.0,0.0,12.0,20.0,29.0,,,0.0,3.0
320362,3.0,,,1.0,0.0,2.0,,1.0,,,0.0,2.0
320364,22.0,1.0,1.0,9.0,0.0,2.0,8.0,20.0,1.0,,0.0,2.0
320367,13.0,,,6.0,0.0,7.0,6.0,6.0,,,0.0,1.0
320369,17.0,,,10.0,0.0,6.0,5.0,11.0,1.0,,0.0,1.0
320372,15.0,1.0,2.0,3.0,0.0,8.0,7.0,7.0,,1.0,0.0,1.0
320374,15.0,,2.0,6.0,0.0,5.0,6.0,10.0,,,0.0,1.0
320376,27.0,,1.0,16.0,0.0,11.0,7.0,16.0,1.0,,0.0,2.0
320388,24.0,,,10.0,0.0,10.0,10.0,14.0,1.0,,0.0,3.0
320400,19.0,,1.0,7.0,0.0,5.0,10.0,14.0,,,0.0,1.0
320LEA,448.0,2.0,9.0,172.0,0.0,162.0,165.0,286.0,11.0,1.0,0.0,88.0
330304,50.0,,,23.0,0.0,20.0,6.0,30.0,1.0,,0.0,20.0
330308,52.0,,,24.0,0.0,27.0,7.0,25.0,4.0,,0.0,17.0
330312,31.0,,,16.0,0.0,16.0,9.0,15.0,3.0,,0.0,3.0
330334,12.0,,,5.0,0.0,6.0,5.0,6.0,,,0.0,2.0
330354,44.0,,,18.0,0.0,21.0,11.0,23.0,3.0,,0.0,12.0
330LEA,189.0,,,86.0,0.0,90.0,38.0,99.0,11.0,,0.0,54.0
340314,22.0,,,13.0,1.0,11.0,6.0,11.0,,,1.0,3.0
340326,18.0,,,6.0,0.0,10.0,7.0,8.0,,,0.0,5.0
340334,8.0,,,3.0,0.0,1.0,2.0,7.0,,,0.0,3.0
340344,14.0,,1.0,3.0,1.0,4.0,1.0,10.0,,,1.0,9.0
340348,12.0,,,2.0,0.0,3.0,3.0,9.0,3.0,,0.0,4.0
340351,16.0,,3.0,10.0,0.0,7.0,2.0,9.0,,,0.0,1.0
340354,30.0,,1.0,5.0,0.0,11.0,2.0,19.0,2.0,1.0,0.0,19.0
340368,56.0,,,11.0,27.0,33.0,40.0,23.0,,,4.0,5.0
340376,44.0,,,7.0,22.0,22.0,30.0,22.0,,,1.0,7.0
340380,52.0,,,17.0,13.0,32.0,26.0,20.0,4.0,,1.0,5.0
340384,17.0,,,8.0,6.0,9.0,8.0,8.0,,,0.0,1.0
340390,17.0,,,4.0,5.0,7.0,11.0,10.0,2.0,,0.0,
340400,35.0,,,22.0,5.0,19.0,8.0,16.0,,,0.0,5.0
340403,1.0,,,,0.0,,,1.0,,,0.0,1.0
340416,2.0,,,,0.0,,1.0,2.0,,,0.0,1.0
340424,28.0,1.0,1.0,21.0,0.0,13.0,5.0,15.0,,,0.0,
340426,19.0,,,4.0,0.0,9.0,3.0,10.0,2.0,,0.0,10.0
340428,18.0,,,5.0,7.0,6.0,11.0,12.0,,,0.0,2.0
340430,36.0,,2.0,8.0,0.0,14.0,25.0,22.0,,,0.0,1.0
340432,1.0,,,,0.0,,,1.0,,,0.0,1.0
340440,1.0,,,,0.0,,,1.0,,,0.0,1.0
340447,20.0,,,12.0,0.0,10.0,2.0,10.0,3.0,,0.0,3.0
340448,2.0,,,,0.0,1.0,1.0,1.0,,,0.0,1.0
340453,2.0,,,2.0,0.0,,,2.0,,,0.0,
340457,5.0,1.0,,,0.0,2.0,1.0,3.0,,,0.0,3.0
340462,26.0,,,14.0,0.0,17.0,10.0,9.0,,,0.0,2.0
340476,58.0,,1.0,17.0,16.0,23.0,27.0,35.0,2.0,,0.0,11.0
340490,26.0,,,17.0,4.0,11.0,7.0,15.0,1.0,,0.0,1.0
340494,8.0,,,1.0,0.0,1.0,,7.0,,,0.0,7.0
340504,8.0,,,3.0,0.0,5.0,1.0,3.0,,,0.0,4.0
340508,10.0,,,3.0,0.0,2.0,3.0,8.0,,,0.0,4.0
340512,1.0,,,,0.0,,,1.0,,,0.0,1.0
340514,36.0,,2.0,9.0,1.0,16.0,17.0,20.0,2.0,,0.0,6.0
340520,29.0,,9.0,4.0,7.0,14.0,11.0,15.0,,,0.0,5.0
340528,6.0,,,2.0,0.0,2.0,,4.0,,,0.0,4.0
340530,35.0,,,16.0,7.0,20.0,15.0,15.0,2.0,,0.0,2.0
340531,26.0,,2.0,10.0,0.0,7.0,3.0,19.0,,,0.0,11.0
340532,17.0,,,4.0,1.0,3.0,2.0,14.0,,,1.0,11.0
340536,2.0,,,,0.0,2.0,1.0,,,,0.0,1.0
340540,18.0,,,3.0,2.0,7.0,7.0,11.0,1.0,,0.0,7.0
340548,9.0,,,2.0,0.0,2.0,3.0,7.0,,1.0,0.0,3.0
340560,1.0,,,,0.0,1.0,,,,,0.0,1.0
340LEA,792.0,2.0,22.0,268.0,125.0,357.0,302.0,435.0,24.0,2.0,9.0,172.0
350316,8.0,,,4.0,0.0,3.0,1.0,5.0,,,0.0,3.0
350318,14.0,,,8.0,0.0,4.0,1.0,10.0,,,0.0,5.0
350331,14.0,,,5.0,0.0,7.0,7.0,7.0,,,0.0,2.0
350332,16.0,,,8.0,0.0,8.0,3.0,8.0,1.0,,0.0,4.0
350339,13.0,,,4.0,0.0,3.0,1.0,10.0,,,0.0,8.0
350LEA,65.0,,,29.0,0.0,25.0,13.0,40.0,1.0,,0.0,22.0
360338,16.0,,,3.0,7.0,7.0,7.0,9.0,,,0.0,6.0
360340,18.0,,,5.0,4.0,11.0,4.0,7.0,,,0.0,9.0
360344,18.0,,1.0,2.0,5.0,7.0,7.0,11.0,1.0,,2.0,7.0
360348,18.0,,,2.0,2.0,10.0,2.0,8.0,1.0,,0.0,13.0
360352,68.0,,,8.0,6.0,32.0,11.0,36.0,5.0,,0.0,44.0
360364,33.0,,,6.0,1.0,13.0,4.0,20.0,1.0,,0.0,22.0
360400,17.0,,,3.0,9.0,10.0,11.0,7.0,1.0,,0.0,2.0
360438,23.0,,,3.0,12.0,13.0,13.0,10.0,2.0,,1.0,5.0
360468,18.0,,2.0,1.0,3.0,9.0,5.0,9.0,,,0.0,10.0
360478,18.0,,1.0,3.0,0.0,8.0,,10.0,2.0,,0.0,12.0
360482,18.0,,1.0,5.0,2.0,7.0,2.0,11.0,1.0,,0.0,9.0
360488,36.0,,1.0,12.0,6.0,16.0,5.0,20.0,,,0.0,18.0
360499,81.0,,1.0,8.0,1.0,36.0,2.0,45.0,1.0,,1.0,69.0
360504,42.0,,,4.0,1.0,23.0,6.0,19.0,1.0,,1.0,31.0
360510,18.0,,2.0,1.0,3.0,8.0,3.0,10.0,,,0.0,12.0
360LEA,442.0,,9.0,66.0,62.0,210.0,82.0,232.0,16.0,,5.0,269.0
370316,34.0,,,10.0,0.0,13.0,,21.0,7.0,,0.0,17.0
370LEA,34.0,,,10.0,0.0,13.0,,21.0,7.0,,0.0,17.0
380306,37.0,6.0,,,0.0,15.0,1.0,22.0,,,0.0,30.0
380308,16.0,2.0,,,0.0,7.0,,9.0,,,0.0,14.0
380LEA,53.0,8.0,,,0.0,22.0,1.0,31.0,,,0.0,44.0
390311,19.0,,,4.0,0.0,11.0,11.0,8.0,2.0,,0.0,2.0
390316,18.0,,,8.0,0.0,8.0,5.0,10.0,,,0.0,5.0
390333,22.0,,1.0,4.0,0.0,10.0,2.0,12.0,,,0.0,15.0
390336,18.0,,,8.0,0.0,10.0,2.0,8.0,1.0,,0.0,7.0
390360,18.0,,,5.0,0.0,7.0,4.0,11.0,1.0,,0.0,8.0
390362,17.0,,2.0,4.0,0.0,9.0,2.0,8.0,1.0,,0.0,8.0
390364,37.0,,2.0,13.0,0.0,14.0,12.0,23.0,1.0,,0.0,9.0
390LEA,149.0,,5.0,46.0,0.0,69.0,38.0,80.0,6.0,,0.0,54.0
410304,18.0,1.0,3.0,8.0,0.0,9.0,1.0,9.0,,,0.0,5.0
410307,35.0,,,10.0,0.0,16.0,11.0,19.0,,,0.0,14.0
410310,29.0,,10.0,5.0,0.0,14.0,7.0,15.0,1.0,,0.0,6.0
410322,15.0,,7.0,4.0,0.0,6.0,3.0,9.0,,1.0,0.0,
410328,42.0,1.0,,29.0,0.0,17.0,9.0,25.0,1.0,,0.0,2.0
410334,36.0,,,29.0,0.0,18.0,5.0,18.0,,,0.0,2.0
410340,35.0,,,8.0,0.0,19.0,4.0,16.0,,,0.0,23.0
410346,20.0,,5.0,4.0,0.0,12.0,3.0,8.0,,,0.0,8.0
410349,20.0,,,15.0,0.0,5.0,2.0,15.0,,,0.0,3.0
410361,54.0,,,39.0,0.0,30.0,8.0,24.0,1.0,,0.0,6.0
410364,21.0,,2.0,12.0,0.0,13.0,5.0,8.0,,,0.0,2.0
410366,18.0,,1.0,11.0,0.0,7.0,6.0,11.0,,,0.0,
410370,17.0,1.0,5.0,7.0,0.0,4.0,1.0,13.0,,,0.0,3.0
410373,15.0,,2.0,4.0,0.0,5.0,8.0,10.0,,,0.0,1.0
410376,18.0,,2.0,8.0,0.0,9.0,6.0,9.0,,,0.0,2.0
410379,34.0,,1.0,18.0,1.0,14.0,4.0,20.0,1.0,,1.0,10.0
410382,18.0,,1.0,5.0,0.0,7.0,1.0,11.0,4.0,,0.0,7.0
410385,17.0,,,14.0,0.0,6.0,2.0,11.0,1.0,,0.0,
410400,29.0,,,13.0,0.0,10.0,7.0,19.0,2.0,,0.0,7.0
410403,37.0,,,31.0,0.0,19.0,4.0,18.0,,,0.0,2.0
410409,53.0,,4.0,17.0,0.0,25.0,29.0,28.0,,,0.0,3.0
410412,15.0,,4.0,2.0,0.0,5.0,6.0,10.0,,,0.0,3.0
410418,18.0,,2.0,5.0,0.0,7.0,5.0,11.0,,,0.0,6.0
410423,36.0,,4.0,15.0,0.0,20.0,6.0,16.0,2.0,,0.0,9.0
410430,36.0,,,35.0,0.0,22.0,1.0,14.0,,,0.0,
410436,18.0,,4.0,4.0,0.0,13.0,1.0,5.0,1.0,,0.0,8.0
410439,31.0,,2.0,22.0,0.0,13.0,5.0,18.0,2.0,,0.0,
410451,21.0,2.0,1.0,6.0,0.0,10.0,7.0,11.0,1.0,,0.0,4.0
410461,18.0,,,7.0,0.0,6.0,6.0,12.0,2.0,,0.0,3.0
410464,21.0,,3.0,8.0,2.0,6.0,2.0,15.0,1.0,,2.0,7.0
410466,18.0,,3.0,6.0,0.0,7.0,4.0,11.0,1.0,,0.0,4.0
410469,18.0,,1.0,13.0,0.0,8.0,2.0,10.0,1.0,,0.0,1.0
410472,1.0,,,,0.0,,,1.0,,,0.0,1.0
410496,36.0,,6.0,16.0,0.0,15.0,10.0,21.0,1.0,,0.0,3.0
410499,18.0,,4.0,6.0,0.0,10.0,8.0,8.0,,,0.0,
410502,18.0,,8.0,,0.0,9.0,4.0,9.0,1.0,,0.0,5.0
410505,30.0,,5.0,12.0,0.0,16.0,9.0,14.0,1.0,,0.0,3.0
410511,18.0,,1.0,15.0,0.0,10.0,2.0,8.0,,,0.0,
410514,36.0,1.0,4.0,20.0,0.0,19.0,8.0,17.0,2.0,,0.0,1.0
410522,18.0,,5.0,5.0,0.0,7.0,3.0,11.0,1.0,,0.0,4.0
410523,18.0,,,3.0,0.0,6.0,2.0,12.0,,,0.0,13.0
410530,18.0,,1.0,9.0,0.0,8.0,4.0,10.0,,,0.0,4.0
410532,58.0,,10.0,24.0,0.0,36.0,22.0,22.0,1.0,,0.0,1.0
410535,36.0,,,25.0,0.0,17.0,1.0,19.0,1.0,,0.0,9.0
410538,30.0,,1.0,10.0,0.0,18.0,17.0,12.0,1.0,,0.0,1.0
410541,18.0,,5.0,4.0,0.0,8.0,4.0,10.0,2.0,,0.0,3.0
410542,20.0,,1.0,9.0,0.0,4.0,4.0,16.0,1.0,,0.0,5.0
410553,15.0,2.0,1.0,1.0,0.0,9.0,8.0,6.0,,,0.0,3.0
410568,15.0,,2.0,1.0,0.0,6.0,2.0,9.0,1.0,,0.0,9.0
410571,21.0,,1.0,2.0,0.0,10.0,1.0,11.0,,,0.0,17.0
410577,1.0,,,1.0,0.0,1.0,,,,,0.0,
410578,74.0,,12.0,34.0,1.0,41.0,13.0,33.0,1.0,,1.0,14.0
410580,35.0,,4.0,24.0,0.0,20.0,4.0,15.0,2.0,1.0,0.0,
410583,36.0,,2.0,15.0,0.0,16.0,17.0,20.0,,1.0,0.0,1.0
410586,53.0,1.0,,41.0,0.0,32.0,4.0,21.0,2.0,,0.0,5.0
410598,34.0,,,29.0,0.0,13.0,3.0,21.0,2.0,,0.0,
410LEA,1488.0,9.0,140.0,720.0,4.0,713.0,321.0,775.0,42.0,3.0,4.0,253.0
420304,31.0,,,27.0,0.0,19.0,,12.0,,,0.0,4.0
420316,20.0,,,18.0,0.0,9.0,2.0,11.0,,,0.0,
420328,34.0,,,28.0,0.0,19.0,3.0,15.0,,,0.0,3.0
420336,18.0,8.0,,10.0,0.0,8.0,,10.0,,,0.0,
420340,24.0,,,21.0,0.0,11.0,1.0,13.0,,,0.0,2.0
420348,18.0,,,16.0,1.0,5.0,1.0,13.0,,1.0,0.0,
420LEA,145.0,8.0,,120.0,1.0,71.0,7.0,74.0,,1.0,0.0,9.0
421304,53.0,,2.0,20.0,4.0,31.0,6.0,22.0,2.0,,0.0,23.0
421328,49.0,,,14.0,7.0,22.0,7.0,27.0,2.0,,0.0,26.0
421LEA,102.0,,2.0,34.0,11.0,53.0,13.0,49.0,4.0,,0.0,49.0
422314,60.0,,,56.0,0.0,29.0,2.0,31.0,1.0,1.0,0.0,
422LEA,60.0,,,56.0,0.0,29.0,2.0,31.0,1.0,1.0,0.0,
430304,38.0,1.0,1.0,7.0,0.0,22.0,10.0,16.0,2.0,,0.0,17.0
430312,54.0,,,11.0,0.0,24.0,10.0,30.0,6.0,,0.0,27.0
430328,4.0,,,1.0,0.0,1.0,,3.0,,,0.0,3.0
430344,18.0,,1.0,8.0,0.0,13.0,5.0,5.0,,,0.0,4.0
430348,1.0,,,,0.0,,,1.0,,,0.0,1.0
430358,28.0,,1.0,7.0,0.0,13.0,4.0,15.0,,,0.0,16.0
430368,17.0,,,4.0,0.0,10.0,10.0,7.0,1.0,,0.0,2.0
430369,10.0,,,,0.0,4.0,3.0,6.0,1.0,,0.0,6.0
430LEA,170.0,1.0,3.0,38.0,0.0,87.0,42.0,83.0,10.0,,0.0,76.0
440328,18.0,,,,0.0,7.0,4.0,11.0,,,0.0,14.0
440348,17.0,,,,0.0,3.0,3.0,14.0,3.0,,0.0,11.0
440349,33.0,,,,0.0,16.0,1.0,17.0,,,0.0,32.0
440364,15.0,,,,0.0,10.0,3.0,5.0,1.0,,0.0,11.0
440368,18.0,,,,0.0,8.0,1.0,10.0,1.0,,0.0,16.0
440LEA,101.0,,,,0.0,44.0,12.0,57.0,5.0,,0.0,84.0
460312,87.0,,,72.0,0.0,55.0,2.0,32.0,2.0,5.0,0.0,6.0
460332,39.0,,1.0,34.0,0.0,14.0,2.0,25.0,,,0.0,2.0
460LEA,126.0,,1.0,106.0,0.0,69.0,4.0,57.0,2.0,5.0,0.0,8.0
470310,18.0,,,1.0,0.0,11.0,9.0,7.0,1.0,,0.0,7.0
470328,34.0,,,6.0,0.0,17.0,22.0,17.0,1.0,1.0,0.0,4.0
470330,36.0,16.0,,4.0,0.0,17.0,11.0,19.0,4.0,,0.0,1.0
470336,53.0,2.0,,21.0,0.0,23.0,9.0,30.0,5.0,1.0,0.0,15.0
470340,35.0,,1.0,7.0,0.0,17.0,9.0,18.0,3.0,,0.0,15.0
470346,41.0,,,13.0,0.0,23.0,6.0,18.0,6.0,,0.0,16.0
470441,36.0,4.0,,9.0,0.0,16.0,7.0,20.0,4.0,,0.0,12.0
470LEA,253.0,22.0,1.0,61.0,0.0,124.0,73.0,129.0,24.0,2.0,0.0,70.0
480306,23.0,,,9.0,1.0,13.0,3.0,10.0,,,0.0,11.0
480316,9.0,,,,0.0,4.0,3.0,5.0,,,0.0,6.0
480LEA,32.0,,,9.0,1.0,17.0,6.0,15.0,,,0.0,17.0
490312,22.0,,,2.0,0.0,7.0,3.0,15.0,,,0.0,17.0
490316,1.0,,,,0.0,1.0,,,,,0.0,1.0
490318,4.0,,,,0.0,1.0,,3.0,,,0.0,4.0
490319,14.0,,,4.0,0.0,1.0,,13.0,,,0.0,10.0
490324,1.0,,,,0.0,1.0,,,,,0.0,1.0
490326,3.0,,,1.0,0.0,1.0,,2.0,,,0.0,2.0
490332,20.0,,,5.0,0.0,12.0,3.0,8.0,,,0.0,12.0
490336,2.0,,,,0.0,,,2.0,,,0.0,2.0
490337,16.0,,1.0,2.0,0.0,4.0,,12.0,2.0,,0.0,11.0
490345,27.0,,,14.0,0.0,11.0,2.0,16.0,1.0,,0.0,10.0
490348,19.0,,,1.0,0.0,5.0,2.0,14.0,3.0,,0.0,13.0
490356,1.0,,,,0.0,,,1.0,,,0.0,1.0
490363,12.0,,,3.0,0.0,3.0,,9.0,1.0,,0.0,8.0
490364,4.0,,,1.0,0.0,2.0,,2.0,,,0.0,3.0
490368,2.0,,,,0.0,2.0,,,,,0.0,2.0
490390,1.0,,,,0.0,1.0,,,,,0.0,1.0
490LEA,149.0,,1.0,33.0,0.0,52.0,10.0,97.0,7.0,,0.0,98.0
491318,22.0,,,3.0,0.0,11.0,1.0,11.0,1.0,,0.0,17.0
491320,53.0,,,13.0,0.0,28.0,11.0,25.0,4.0,,0.0,25.0
491LEA,75.0,,,16.0,0.0,39.0,12.0,36.0,5.0,,0.0,42.0
500314,18.0,,1.0,,0.0,9.0,,9.0,1.0,,0.0,16.0
500316,18.0,1.0,,,0.0,9.0,4.0,9.0,,,0.0,13.0
500LEA,36.0,1.0,1.0,,0.0,18.0,4.0,18.0,1.0,,0.0,29.0
510308,14.0,,,3.0,0.0,7.0,2.0,7.0,,,0.0,9.0
510326,7.0,,1.0,,2.0,2.0,4.0,5.0,,,0.0,2.0
510328,11.0,,,5.0,0.0,4.0,1.0,7.0,,,0.0,5.0
510330,27.0,,,11.0,10.0,13.0,9.0,14.0,1.0,,5.0,6.0
510332,10.0,,,1.0,1.0,3.0,4.0,7.0,,,1.0,5.0
510334,12.0,,,3.0,0.0,6.0,,6.0,1.0,,0.0,8.0
510336,3.0,,,,0.0,2.0,,1.0,,,0.0,3.0
510340,17.0,,,2.0,2.0,8.0,4.0,9.0,,,2.0,11.0
510356,7.0,,,1.0,0.0,3.0,2.0,4.0,,,0.0,4.0
510358,13.0,,,,0.0,2.0,3.0,11.0,1.0,,0.0,9.0
510372,20.0,,,2.0,3.0,11.0,6.0,9.0,1.0,,3.0,11.0
510373,1.0,,,1.0,0.0,,,1.0,,,0.0,
510374,14.0,,,,0.0,7.0,1.0,7.0,,1.0,0.0,12.0
510377,14.0,,,1.0,0.0,5.0,,9.0,3.0,,0.0,10.0
510378,7.0,,,,0.0,2.0,,5.0,,,0.0,7.0
510388,39.0,,,7.0,9.0,15.0,26.0,24.0,1.0,,0.0,5.0
510396,8.0,,,2.0,2.0,4.0,5.0,4.0,,,2.0,1.0
510404,23.0,,,5.0,0.0,6.0,12.0,17.0,,,0.0,6.0
510408,4.0,,,1.0,2.0,2.0,2.0,2.0,,,2.0,1.0
510410,13.0,,1.0,1.0,0.0,4.0,1.0,9.0,,,0.0,10.0
510414,17.0,,,2.0,1.0,6.0,2.0,11.0,,,1.0,13.0
510LEA,281.0,,2.0,48.0,32.0,112.0,84.0,169.0,8.0,1.0,16.0,138.0
520304,12.0,,,5.0,0.0,6.0,1.0,6.0,1.0,,0.0,5.0
520308,13.0,,,2.0,0.0,8.0,,5.0,,,0.0,11.0
520328,18.0,,,7.0,0.0,7.0,2.0,11.0,2.0,,0.0,7.0
520336,25.0,,,12.0,0.0,10.0,1.0,15.0,1.0,,0.0,11.0
520LEA,68.0,,,26.0,0.0,31.0,4.0,37.0,4.0,,0.0,34.0
530308,18.0,,,1.0,11.0,9.0,11.0,9.0,,,0.0,6.0
530316,75.0,,,12.0,0.0,26.0,13.0,49.0,3.0,,0.0,47.0
530358,117.0,,2.0,30.0,56.0,51.0,66.0,66.0,,2.0,3.0,17.0
530LEA,210.0,,2.0,43.0,67.0,86.0,90.0,124.0,3.0,2.0,3.0,70.0
540304,18.0,,,5.0,0.0,9.0,4.0,9.0,2.0,,0.0,7.0
540308,40.0,,,25.0,0.0,25.0,9.0,15.0,,,0.0,6.0
540316,47.0,,,27.0,0.0,28.0,9.0,19.0,3.0,,0.0,8.0
540325,18.0,,,18.0,0.0,8.0,,10.0,,,0.0,
540328,18.0,,,,0.0,8.0,10.0,10.0,,,0.0,8.0
540LEA,141.0,,,75.0,0.0,78.0,32.0,63.0,5.0,,0.0,29.0
550312,15.0,,,1.0,0.0,8.0,4.0,7.0,2.0,,0.0,8.0
550314,8.0,,,1.0,0.0,4.0,,4.0,,,0.0,7.0
550316,24.0,,,1.0,0.0,12.0,3.0,12.0,3.0,,0.0,17.0
550328,12.0,,,,0.0,4.0,1.0,8.0,,,0.0,11.0
550336,15.0,,,,0.0,8.0,,7.0,1.0,,0.0,14.0
550340,18.0,,,,0.0,15.0,4.0,3.0,,,0.0,14.0
550342,22.0,,,,0.0,6.0,3.0,16.0,,,0.0,19.0
550348,1.0,,,,0.0,1.0,,,,,0.0,1.0
550356,5.0,,,,0.0,,1.0,5.0,,,0.0,4.0
550360,18.0,,1.0,1.0,0.0,11.0,,7.0,,,0.0,16.0
550LEA,138.0,,1.0,4.0,0.0,69.0,16.0,69.0,6.0,,0.0,111.0
560304,18.0,,,,0.0,6.0,,12.0,,,0.0,18.0
560328,12.0,,,,0.0,4.0,1.0,8.0,,,0.0,11.0
560338,30.0,,,,0.0,10.0,2.0,20.0,,,0.0,28.0
560LEA,60.0,,,,0.0,20.0,3.0,40.0,,,0.0,57.0
580308,43.0,,1.0,16.0,0.0,15.0,5.0,28.0,3.0,,0.0,18.0
580316,32.0,,,15.0,0.0,17.0,9.0,15.0,2.0,,0.0,6.0
580324,16.0,,,4.0,0.0,7.0,1.0,9.0,1.0,,0.0,10.0
580LEA,91.0,,1.0,35.0,0.0,39.0,15.0,52.0,6.0,,0.0,34.0
600308,36.0,,2.0,22.0,0.0,15.0,11.0,21.0,,,0.0,1.0
600311,30.0,,,25.0,0.0,15.0,3.0,15.0,,,0.0,2.0
600318,42.0,,6.0,15.0,0.0,21.0,15.0,21.0,2.0,,0.0,4.0
600319,36.0,,1.0,2.0,0.0,14.0,27.0,22.0,1.0,,0.0,5.0
600328,49.0,,3.0,9.0,0.0,25.0,26.0,24.0,2.0,,0.0,9.0
600329,33.0,,6.0,6.0,0.0,8.0,21.0,25.0,,,0.0,
600335,61.0,,6.0,31.0,0.0,25.0,17.0,36.0,1.0,,0.0,6.0
600336,54.0,,4.0,18.0,0.0,32.0,3.0,22.0,2.0,,0.0,27.0
600338,28.0,,4.0,9.0,0.0,14.0,8.0,14.0,1.0,,0.0,6.0
600362,48.0,,4.0,31.0,0.0,22.0,9.0,26.0,3.0,,0.0,1.0
