agency_code,pct_spc_crs,pct_ap_ib_crs,pct_cte_crs,pct_univ_coll_crs
600697,0.8769771529000001,0.30052724077,0.69244288225,0.03690685413
600LEA,0.97325175235,0.23695993624000006,0.6333544318600001,0.035140774082
60B000,0.56578947368,0.059210526316,0.54605263158,
60D000,0.9937421777200002,0.41426783479,0.050062578223,0.13642052566
60G000,0.9764957265,0.11752136752,0.023504273504,0.0064102564103
60I000,1.0,0.55421686747,0.0020080321285,
60K000,1.0,0.029702970297,0.17821782178,0.07425742574300001
60S000,0.94936708861,0.082278481013,,
60U000,1.0,,,
60V000,0.07042253521099999,0.07042253521099999,,
610332,1.0,,0.29203539823,1.0
610334,0.99217221135,0.068493150685,0.8434442270100001,0.2133072407
610LEA,1.0,0.056089743590000005,0.74358974359,0.35737179487
61L000,1.0,,,
620310,0.6333333333300001,,0.6333333333300001,
620316,0.8295081967199999,0.052459016393,0.7868852459000001,0.27540983607
620340,0.8656716417899999,0.054104477612,0.8488805970100001,0.029850746269
620LEA,0.84098639456,0.051870748299,0.8112244898000001,0.15646258503
630330,1.0,,,
630332,1.0,0.080071174377,0.81672597865,0.25088967972
630336,0.98053181387,0.23314339981,0.6462488129199999,0.21604938272
630360,0.96788990826,0.15825688073,0.73088685015,0.24082568807
630LEA,0.99056135122,0.18455042226,0.68951813214,0.2262791853
63B000,1.0,,0.047619047619,
640340,1.0,,0.34545454545000004,
640346,1.0,0.055118110236,0.8031496063,0.072834645669
640347,1.0,,0.38745387454,1.0
640350,0.98729582577,0.070780399274,0.77041742287,0.078039927405
640361,0.97954173486,0.10638297872,0.6824877250399999,0.11947626840999995
640364,1.0,0.049256505576,0.76672862454,0.06784386617100001
640LEA,1.0,0.06684943062000001,0.72901729228,0.13707296499000002
64A000,0.39115646259,0.0068027210884,0.36054421769,0.030612244898
650326,1.0,0.20278151638,0.6034096007199999,0.018842530283
650327,1.0,0.15897166842,0.63168940189,0.04407135362
650340,1.0,,0.25663716814,0.4911504424800001
650342,1.0,0.33517393705,0.62230811706,0.06681391496399999
650352,1.0,0.26935179358000005,0.62366268093,0.027061044682
650354,1.0,,0.59615384615,
650355,1.0,0.012195121951,0.59756097561,
650394,0.99561403509,,0.64912280702,0.7017543859600001
650LEA,1.0,0.22048504247,0.60975009233,0.069063154007
660336,1.0,,0.87088607595,0.070886075949
660400,1.0,,0.19117647059,0.97058823529
660LEA,1.0,,0.77105831533,0.2030237581
66A000,0.98290598291,0.52136752137,,
670320,1.0,0.11059907834,0.7730414746500001,0.026497695853
670324,1.0,0.19248120301,0.81052631579,0.036842105263
670333,1.0,0.20203735144,0.68590831919,0.061120543294
670340,1.0,0.16684841875999998,0.86259541985,0.057797164667
670344,1.0,0.1426611797,0.7997256515800001,0.024691358025
670352,1.0,0.18894009217,0.89493087558,0.012903225806
670364,1.0,0.12280701754,0.75925925926,0.062378167641
670LEA,1.0,0.16514790411,0.79671947287,0.041076685826
680310,1.0,0.28496042216,0.71943711522,0.15303430079000002
680332,1.0,0.2012934519,0.7388843977399999,0.049312853678
680335,1.0,,0.36111111111,0.027777777778
680LEA,1.0,0.2377593361,0.72406639004,0.097925311203
681305,1.0,0.42647058824,0.38602941176,0.0098039215686
681308,0.9993315508,0.41510695187,0.43983957219,0.030080213904
681314,1.0,0.47723935389,0.47797356828,
681338,1.0,,0.72727272727,
681LEA,1.0,0.43662351672,0.4447141316100001,0.014293419633
68A000,1.0,,,
690320,0.97073170732,0.14146341463,0.7536585365899999,0.26585365854000004
690LEA,0.97073170732,0.14146341463,0.7536585365899999,0.26585365854000004
69A000,0.79166666667,,0.79166666667,
700310,1.0,,0.8823529411799999,
700317,1.0,0.086340206186,0.8337628866,0.050257731959
700319,1.0,0.029792746114,0.7707253886,0.060880829016
700LEA,1.0,0.056890012642,0.8040455120100001,0.054361567636
70A000,1.0,,0.085271317829,0.2480620155
710321,1.0,0.10284167794,0.7442489851199999,0.040595399188
710326,1.0,0.10774410774,0.78451178451,0.075757575758
710327,1.0,,0.28502415459,1.0
710342,1.0,0.17754952311,0.74394717535,0.11445341159
710LEA,1.0,0.1315880124,0.71960041337,0.15122287289
720316,1.0,0.0375,0.83125,0.14583333332999998
720LEA,1.0,0.0375,0.83125,0.14583333332999998
730350,1.0,,1.0,1.0
730352,1.0,0.1207165109,0.7834890965700001,0.06230529595
730LEA,1.0,0.11654135338,0.79097744361,0.094736842105
73B000,0.99511002445,0.31295843521,0.12958435208,0.031784841076
740309,1.0,0.11343283582,0.78358208955,0.13582089552
740333,1.0,0.17744916820999998,0.72828096118,0.13185459026
740344,1.0,0.11543810848,0.80250347705,
740366,0.97889720899,0.23553437713000006,0.6623553437699999,0.034717494894
740374,1.0,0.14737991266,0.7576419214,0.014192139738
740378,0.85714285714,,,
740388,1.0,0.12337259764,0.78921264724,0.077495350279
740500,1.0,,0.020134228188,0.9932885906
740LEA,1.0,0.15727044376,0.72997488138,0.089589729277
750317,1.0,,0.58208955224,1.0
750318,1.0,0.092063492063,0.8380952381,0.16031746032
750LEA,1.0,0.083213773314,0.81348637016,0.24103299857
760318,1.0,0.096551724138,0.77379310345,0.0013793103448
760339,1.0,0.11951219512,0.8243902439,0.039024390244
760348,1.0,0.088028169014,0.85328638498,0.078638497653
760354,0.99171270718,,0.11049723757000003,0.95856353591
760358,1.0,0.10434782609,0.8173913043500001,0.07729468599
760380,0.95822102426,0.14420485175,0.77088948787,0.092991913747
760388,1.0,0.099264705882,0.7806372548999999,0.072303921569
760LEA,1.0,0.10071001495,0.75859491779,0.12238415545999998
761304,1.0,0.16778025241,0.7995545656999999,0.011878247958
761LEA,1.0,0.16778025241,0.7995545656999999,0.011878247958
76A000,0.2519379845,0.16860465116,0.096899224806,0.0019379844961
770312,0.9696969697,,,
770342,1.0,,0.52631578947,0.12280701754
770348,1.0,0.13862120089000002,0.93699036323,0.21645663454
770349,1.0,,0.18939393939,0.89393939394
770351,1.0,0.051792828685,0.6593625498,0.05577689243
770LEA,1.0,0.096598639456,0.7596371882100001,0.25532879819000004
780325,1.0,0.036496350365,0.86861313869,0.06423357664200001
780342,1.0,0.20266803489,0.76859928168,0.0082093381221
780385,1.0,,0.56796116505,0.6796116504899999
780391,1.0,0.022849462366,0.72043010753,0.032258064516
780401,1.0,0.044585987260999986,0.84925690021,0.12208067941
780402,1.0,,0.75809935205,0.11447084233
780420,1.0,0.065544197234,0.74203247144,0.048105832832000005
780LEA,1.0,0.088394467829,0.77134696332,0.070956103428
790314,1.0,0.14285714285999998,0.8201058201100001,0.0084656084656
790354,1.0,0.13023782559,0.74745186863,0.039637599094
790366,1.0,0.11724137931,0.71310344828,0.03724137931
790378,1.0,0.071157495256,0.7808349146100001,0.07779886148
790379,1.0,,0.32732732733000003,1.0
790392,1.0,,,
790LEA,1.0,0.10361384888,0.7288349759899999,0.12256760172
800308,1.0,0.018867924528000003,0.69811320755,
800340,1.0,0.1196834817,0.7616221562800001,
800361,1.0,0.16845582164,0.6779521057,0.05367464905
800376,1.0,0.19732441472,0.73913043478,0.010033444816
800394,1.0,,0.038626609442,1.0
800396,1.0,0.1801242236,0.68074534161,
800400,1.0,0.1606557377,0.8120218579199999,
800408,1.0,0.15580736544,0.78753541076,0.0066100094429000006
800LEA,1.0,0.1531011045,0.71435853866,0.053016142736
81A000,0.98823529412,0.46176470588,0.06764705882399999,0.038235294118
81B000,0.99099099099,0.15315315315,0.063063063063,0.045045045045
820324,1.0,,0.15789473684,1.0
820348,0.99810246679,0.049335863378,0.8880455408,0.039848197343
820349,0.9905660377399998,0.047169811321,0.7641509434,0.016981132075
820352,0.9812583668,0.08032128514100001,0.8540829986599999,0.057563587684
820388,1.0,0.024390243902,0.7954971857400001,0.016885553471
820LEA,1.0,0.047637341529,0.7602766039200001,0.1348444103
821308,1.0,0.13777267509000002,0.84730195178,0.14121699195999998
821LEA,1.0,0.13777267509000002,0.84730195178,0.14121699195999998
830316,1.0,,0.45238095238,
830343,1.0,0.098870056497,0.7789548022600001,0.1511299435
830348,1.0,,0.27461139896,0.6632124352300001
830LEA,1.0,0.08479709267100001,0.71168988492,0.20714718353
840302,1.0,0.031818181818,0.72045454545,0.056818181818
840332,1.0,0.065972222222,0.8993055555600001,0.13194444444
840356,1.0,0.062745098039,0.8039215686300001,0.13333333333
840361,0.97101449275,,0.30917874396,0.7584541062800001
840368,1.0,0.077747989276,0.86058981233,0.1072386059
840370,1.0,,1.0,
840LEA,1.0,0.056483691329,0.81185361973,0.1614956245
84B000,0.99346405229,0.4509803921600001,,
850324,1.0,,1.0,
850332,1.0,0.07978723404299999,0.90159574468,0.077127659574
850352,1.0,0.107421875,0.75390625,0.015625
850358,1.0,0.09007981756,0.7605473204100001,0.027366020525000003
850360,1.0,,0.37790697674,0.98837209302
850LEA,1.0,0.082164328657,0.7630260521,0.11573146293
860316,0.95573770492,0.095081967213,0.7426229508200001,0.2393442623
860336,1.0,0.071178529755,0.87631271879,0.17269544924000002
860352,1.0,0.10141206675,0.7702182285,0.23620025674000006
860354,1.0,,0.36260623229,1.0
860LEA,1.0,0.076183147364,0.74374759523,0.32320123124
861308,1.0,0.13315217390999998,0.8396739130399999,0.23369565217
861LEA,1.0,0.13315217390999998,0.8396739130399999,0.23369565217
862312,1.0,0.14741035857,0.82071713147,0.24302788845
862LEA,1.0,0.14741035857,0.82071713147,0.24302788845
86T000,0.98360655738,0.13114754098,,
870314,1.0,0.10575139147,0.8441558441600001,0.046382189239
870LEA,0.98073555166,0.099824868651,0.79684763573,0.043782837128
880308,1.0,0.14166666667000002,0.84166666667,0.10277777778
880320,1.0,,0.91666666667,
880328,0.98456790123,0.10185185185,0.7469135802500001,
880LEA,1.0,0.12096774194,0.8207885304699999,0.066308243728
890304,1.0,0.011695906433,0.73099415205,0.6081871345000001
890LEA,1.0,0.011695906433,0.73099415205,0.6081871345000001
900311,1.0,0.28163530175,0.6969500324500001,0.075275794938
900316,1.0,0.099397590361,0.75602409639,0.03313253012
900336,1.0,0.089023336214,0.8055315471,0.0077787381158
900342,1.0,0.13551401869000002,0.72137850467,0.033878504673
900344,1.0,0.10512367491,0.7075971731399999,0.07332155477
900348,1.0,0.11756061719,0.7252020573100001,0.069801616458
900360,1.0,0.15223463687,0.7458100558699999,0.013966480447
900365,1.0,,0.28915662651,0.060240963855
900366,1.0,0.27777777778,0.8683574879200001,
900367,1.0,,0.325,0.90555555556
900377,0.99629903775,0.36787564767,0.6632124352300001,0.051073279053
900392,0.90476190476,,,
900393,1.0,0.38764385221,0.57359176257,0.030284675954
900LEA,1.0,0.19989756347,0.6989829516399999,0.063217970293
90A000,0.98739495798,0.24579831933,0.088235294118,0.090336134454
910364,1.0,0.090040927694,0.8553888131,
910368,1.0,,0.29850746269,0.22388059701
910370,0.98611111111,0.14861111111,0.725,0.090277777778
910382,1.0,,0.5133928571399999,1.0
910LEA,1.0,0.099197247706,0.7362385321100001,0.17545871559999998
91A000,1.0,,0.077922077922,
91B000,0.9880952381,0.17857142857,0.46428571429,
920316,0.99148723085,0.371557336,0.68502754131,
920317,1.0,0.30557377049,0.6806557377,0.0045901639344
920318,1.0,0.29433760684,0.63782051282,
920324,0.93721973094,,0.10762331839,
920348,0.99952358266,0.30871843735,0.65840876608,
920368,1.0,0.25468945394000003,0.6561067111300001,
920386,1.0,0.21212121212,0.24242424242,0.015151515152
920411,1.0,0.1996996997,0.75,
920412,1.0,0.41903584672,0.59620931191,
920428,0.97550831793,0.28327171904,0.64972273567,0.042513863216
920436,1.0,0.19268849962,0.72581873572,
920441,1.0,0.4468694096600001,0.65366726297,
920445,1.0,0.40987124464,0.6845493562199999,0.013412017167
920455,1.0,0.38616714697,0.60662824207,
920466,1.0,0.33667083855,0.7259073842300001,
920473,1.0,0.29963898917,0.58844765343,
920495,1.0,0.32881504154,0.6178399650199999,0.0004372540446000001
920500,1.0,0.36675126904,0.64551607445,
920526,0.99665053964,0.51842203201,0.6858950502399999,
920528,1.0,0.11475409836,0.43442622951,
920546,1.0,0.2195599022,0.6826405868000001,
920552,1.0,0.23434237996,0.64509394572,0.00052192066806
920562,1.0,0.11859838275,0.75539083558,0.0006738544474400001
920581,1.0,0.07204610951,0.97406340058,0.37175792507
920582,0.98814229249,0.20948616601,0.60869565217,0.43873517787
920583,1.0,,0.2994011976,0.52395209581
920585,0.98529411765,0.014705882353,0.5,0.45588235294
920586,1.0,0.35416666667,0.51388888889,0.4722222222199999
920588,1.0,0.30672690763,0.63102409639,0.0035140562249000003
920595,1.0,0.32028469751,0.6731062531800001,
920LEA,1.0,0.31502938707,0.6559613769899999,0.014273719563
92F000,0.998,0.272,0.276,
92G000,1.0,0.24458204334000005,0.20433436533,0.021671826625
92K000,1.0,0.54107142857,,
92P000,0.49344978166,0.056768558952,0.4672489083,
92T000,0.45454545455,0.19834710744000006,0.36363636364,
92U000,0.97798742138,0.25471698113,,0.056603773585
930352,1.0,0.035897435897,0.8,0.020512820513
930360,1.0,,0.59615384615,1.0
930700,1.0,0.11320754717,0.081761006289,0.19496855346
930LEA,1.0,0.049004594181000005,0.59264931087,0.21898928025
93A000,1.0,0.055555555556,0.11111111111,
940308,1.0,,0.72941176471,0.21176470588
940316,1.0,0.018691588785,0.74143302181,0.10280373832
940LEA,1.0,0.014778325123,0.73891625616,0.12561576355
94Z000,1.0,,0.94347826087,0.98260869565
950336,1.0,0.2084095064,0.62614259598,0.12431444241
950338,1.0,0.08032128514100001,1.0,0.97590361446
950LEA,1.0,0.18466120625,0.7118391660500001,0.28220402085
960324,1.0,0.10279605263,0.7886513157899999,0.097861842105
960330,1.0,0.071774975752,0.68477206596,0.060135790495
960332,1.0,,,
960335,1.0,0.0018975332068,0.69070208729,
960372,1.0,0.052830188679,0.69622641509,0.06792452830199999
960380,1.0,0.024738344434,0.7431018078,0.04186489058
960386,1.0,0.046407185629,0.80838323353,0.053892215569
960488,1.0,,,
960490,1.0,,0.34,1.0
960700,1.0,0.0042016806723000006,0.6512605042,0.8655462184899999
960LEA,1.0,0.051181102362,0.7088403722300001,0.13528990694
970320,1.0,0.10377358491,0.79433962264,0.18301886792
970356,0.99550898204,0.08083832335300001,0.80538922156,0.22604790419
970388,1.0,0.08415147265100001,0.8513323983200001,0.24964936886
970390,1.0,0.10046189376,0.7424942263300001,0.11547344111
970393,0.99568965517,,0.27155172414,0.99568965517
970LEA,1.0,0.085078099036,0.75506812895,0.25157859754
980306,1.0,,0.5,0.057692307692
980318,1.0,0.055831265509,0.7531017369699999,0.06699751861
980336,1.0,0.13881961762,0.74812967581,0.21529509559
980342,1.0,0.10917361638,0.74905231236,0.12661106899
980397,0.94915254237,,0.94915254237,
980398,1.0,,0.42068965517,1.0
980LEA,1.0,0.095467953875,0.72378653795,0.20729418075
98B000,1.0,,0.31707317073,
990304,1.0,,,
990322,1.0,0.08023255814,0.87209302326,0.048837209302
990325,1.0,,,
990326,1.0,0.015652173913,0.8469565217399999,0.08695652173900001
990332,0.98190045249,,0.4479638009,0.96832579186
990340,1.0,,0.79166666667,0.041666666667
990LEA,1.0,0.046345811052,0.80510992276,0.18241235888
995330,1.0,0.08491947291400001,0.7950219619300001,0.22547584187
995LEA,1.0,0.08491947291400001,0.7950219619300001,0.22547584187
NC-SEA,1.0,0.17672075444000002,0.66313685789,0.089453648574
00A000,0.16872427984000002,0.010288065844,0.15843621399,
00B000,0.042553191489,0.010638297872,0.024822695035,0.010638297872
010303,1.0,,0.40131578947,1.0
010324,0.9801488833700002,0.14640198511,0.6674937965300001,0.12324234905
010348,1.0,0.1791613723,0.7128335451100001,0.035578144854
010360,1.0,0.082497212932,0.6711259754699999,0.014492753623
010378,0.64912280702,,0.35087719298000003,
010388,1.0,0.15476984656,0.7338225483699999,0.051367578386000014
010396,1.0,0.2563876652,0.76035242291,0.18414096916
010400,1.0,0.2496,0.62,0.0456
010LEA,1.0,0.17563698826,0.68551388491,0.098196392786
01B000,1.0,0.225,0.2125,
01C000,0.99415204678,0.093567251462,0.023391812865,
01D000,0.24358974359,0.22435897436,0.025641025641,
020302,0.98068669528,0.11087267525,0.7460658083,0.05937052932799999
020303,1.0,,,1.0
020LEA,0.98211829436,0.10660247593,0.7173314993100001,0.09628610729
030304,1.0,0.034246575342,0.86529680365,0.16210045662
030LEA,1.0,0.034246575342,0.86529680365,0.16210045662
040304,0.99043062201,,0.40669856459,0.94736842105
040305,1.0,,0.25423728814,0.25423728814
040306,1.0,0.042925278219,0.99046104928,0.16375198728
040700,1.0,,0.61344537815,0.12605042017
040LEA,1.0,0.02657480315,0.78346456693,0.32578740157
