agency_code,pct_met_4 Year Graduation Rate_LTG,pct_met_EL Progress_LTG,pct_met_Math Grade 11_LTG,pct_met_Math Grades 3-8_LTG,pct_met_Reading Grade 10_LTG,pct_met_Reading Grades 3-8_LTG,pct_met_Total Targets_LTG
410598,,,,100.0,,0.0,50.0
41B000,,,,100.0,,75.0,87.5
41C000,,,,33.3,,0.0,16.7
41D000,,,,87.5,,75.0,81.3
41F000,,100.0,0.0,16.7,33.3,66.7,38.9
41G000,,,,80.0,,60.0,70.0
41H000,,,,100.0,,100.0,100.0
41J000,,,,83.3,,83.3,83.3
41K000,,,100.0,,100.0,,100.0
420304,,,,33.3,,100.0,66.7
420316,,,,66.7,,100.0,83.3
420324,,,,75.0,,75.0,75.0
420328,,,,0.0,,0.0,0.0
420336,,,,25.0,,75.0,50.0
420340,,,,0.0,,0.0,0.0
420346,0.0,,0.0,,0.0,,0.0
420348,,,,0.0,,33.3,16.7
420358,0.0,,100.0,,100.0,,66.7
420376,,,,75.0,,25.0,50.0
421304,,100.0,,20.0,,0.0,18.2
421306,,,,50.0,,83.3,66.7
421316,20.0,,75.0,,0.0,,30.8
421328,,,,40.0,,40.0,40.0
422310,,,100.0,,100.0,,100.0
422314,,,,100.0,,33.3,66.7
422315,0.0,,0.0,,0.0,,0.0
422318,,,,100.0,,100.0,100.0
42A000,,,,100.0,,100.0,100.0
430308,,100.0,,14.3,,14.3,20.0
430312,,100.0,,83.3,,83.3,84.6
430316,,100.0,,0.0,,28.6,20.0
430320,,,,0.0,,0.0,0.0
430328,,100.0,,42.9,,71.4,60.0
430330,,100.0,,75.0,,87.5,82.4
430332,,,,100.0,,100.0,100.0
430336,,,,0.0,,0.0,0.0
430344,,100.0,,0.0,,25.0,22.2
430345,,,,0.0,,0.0,0.0
430346,16.7,100.0,16.7,,0.0,,15.8
430347,,100.0,,25.0,,37.5,35.3
430348,,100.0,,100.0,,66.7,84.6
430349,,,,71.4,,14.3,42.9
430351,,,,71.4,,28.6,50.0
430352,,,,0.0,,50.0,25.0
430358,,,,20.0,,20.0,20.0
430368,,0.0,,,,,0.0
430369,,,,42.9,,28.6,35.7
430370,,,,71.4,,57.1,64.3
430371,100.0,,0.0,,33.3,,50.0
430376,,,,57.1,,28.6,42.9
430378,66.7,100.0,40.0,,20.0,,47.1
430380,,,,0.0,,40.0,20.0
430384,80.0,100.0,40.0,,0.0,,43.8
430386,,,,25.0,,62.5,43.8
43C000,,,,100.0,,100.0,100.0
440314,,,,0.0,,0.0,0.0
440318,,,,0.0,,0.0,0.0
440320,,,,0.0,,0.0,0.0
440326,0.0,,,,,,0.0
440328,,,,0.0,,25.0,12.5
440332,,,,100.0,,0.0,50.0
440346,,,,,100.0,,100.0
440348,,,,25.0,,100.0,62.5
440349,,,,0.0,,0.0,0.0
440350,,,,33.3,,33.3,33.3
440364,,,,33.3,,33.3,33.3
440368,,,,0.0,,25.0,12.5
440378,100.0,,100.0,,100.0,,100.0
440390,66.7,,66.7,,33.3,,55.6
440396,,,,20.0,,60.0,40.0
44A000,,,,0.0,,0.0,0.0
450301,,100.0,,14.3,,14.3,20.0
450302,,,,0.0,,33.3,16.7
450306,,100.0,,42.9,,57.1,53.3
450307,,100.0,,0.0,,20.0,18.2
450308,,100.0,,16.7,,33.3,30.8
450316,25.0,,0.0,,75.0,,33.3
450322,,100.0,,0.0,,20.0,18.2
450324,,,,0.0,,0.0,0.0
450328,,0.0,,14.3,,14.3,13.3
450332,,,,40.0,,100.0,70.0
450333,,,,0.0,,0.0,0.0
450334,100.0,,0.0,,66.7,,55.6
450335,,,,14.3,,14.3,14.3
450336,,100.0,,16.7,,0.0,15.4
450339,,,,0.0,,0.0,0.0
450340,,,,0.0,,0.0,0.0
450341,100.0,100.0,100.0,,0.0,,68.8
450342,,,,0.0,,0.0,0.0
450343,0.0,,100.0,,0.0,,20.0
450344,,100.0,,83.3,,50.0,69.2
450346,,100.0,,20.0,,20.0,27.3
450352,0.0,,66.7,,0.0,,22.2
450354,100.0,,0.0,,0.0,,33.3
45A000,,,,100.0,,100.0,100.0
460308,,,,0.0,,0.0,0.0
460312,,,,100.0,,0.0,50.0
460318,,,,20.0,,40.0,30.0
460320,0.0,,66.7,,0.0,,22.2
460332,,,,100.0,,100.0,100.0
470310,,100.0,,16.7,,33.3,30.8
470312,14.3,100.0,71.4,,28.6,,40.9
470316,,,,0.0,,0.0,0.0
470320,,,,62.5,,62.5,62.5
470328,,100.0,,14.3,,28.6,26.7
470330,,100.0,,0.0,,0.0,11.1
470332,,,,28.6,,14.3,21.4
470336,,,,100.0,,100.0,100.0
470340,,,,0.0,,16.7,8.3
470346,,100.0,,0.0,,16.7,15.4
470441,,,,28.6,,28.6,28.6
470442,,,,0.0,,50.0,25.0
470443,0.0,,100.0,,100.0,,75.0
480306,,,,0.0,,0.0,0.0
480316,,,,0.0,,0.0,0.0
480318,,,,100.0,,33.3,66.7
490308,,,,60.0,,40.0,50.0
490312,,,,40.0,,80.0,60.0
490316,,,,100.0,,0.0,50.0
490318,,,,0.0,,0.0,0.0
490319,,100.0,,50.0,,16.7,38.5
490320,100.0,,0.0,,0.0,,33.3
490324,,,,100.0,,66.7,83.3
490326,,100.0,,28.6,,0.0,20.0
490327,,,,42.9,,57.1,50.0
490332,,,,75.0,,25.0,50.0
490335,0.0,,75.0,,0.0,,23.1
490336,,,,50.0,,50.0,50.0
490337,,,,0.0,,0.0,0.0
490338,,,,20.0,,80.0,50.0
490344,,,,33.3,,33.3,33.3
490345,,0.0,,20.0,,20.0,18.2
490346,100.0,100.0,25.0,,25.0,,53.8
490347,,,,100.0,,0.0,50.0
490348,,,,75.0,,25.0,50.0
490349,,,,40.0,,80.0,60.0
490352,,100.0,,14.3,,71.4,46.7
490354,0.0,100.0,0.0,,80.0,,31.3
490355,100.0,,0.0,,100.0,,80.0
490356,,,,100.0,,66.7,83.3
490360,,,,0.0,,0.0,0.0
490362,75.0,,0.0,,20.0,,28.6
490363,,100.0,,85.7,,85.7,86.7
490364,,0.0,,66.7,,33.3,46.2
490366,,,,0.0,,83.3,41.7
490368,,,,0.0,,0.0,0.0
490380,66.7,,0.0,,75.0,,45.5
490384,,,,83.3,,83.3,83.3
490390,,,,0.0,,33.3,16.7
491303,,,,14.3,,28.6,21.4
491306,,,,0.0,,42.9,21.4
491308,,,,71.4,,100.0,85.7
491312,50.0,,0.0,,33.3,,29.4
491316,,100.0,,50.0,,25.0,44.4
491318,,,,100.0,,100.0,100.0
491320,,,,33.3,,0.0,16.7
49B000,,,,0.0,,25.0,12.5
49D000,,,,66.7,,66.7,66.7
49E000,100.0,,100.0,0.0,100.0,0.0,42.9
49F000,,,,25.0,,37.5,31.3
500302,,,,0.0,,0.0,0.0
500304,,100.0,,40.0,,0.0,27.3
500314,,,,40.0,,0.0,20.0
500316,,,,100.0,,100.0,100.0
500324,0.0,,,,,,0.0
500332,,,,0.0,,0.0,0.0
500337,,,,60.0,,20.0,40.0
500340,100.0,,33.3,,33.3,,55.6
50A000,,,,100.0,,0.0,50.0
510308,,100.0,,0.0,,0.0,6.7
510310,,,,0.0,,0.0,0.0
510324,83.3,100.0,0.0,,0.0,,31.6
510326,,100.0,,14.3,,0.0,13.3
510327,50.0,,16.7,,0.0,,22.2
510328,,,,33.3,,33.3,33.3
510329,,,,0.0,,0.0,0.0
510330,,100.0,,0.0,,16.7,15.4
510332,,100.0,,0.0,,0.0,6.7
510333,16.7,100.0,66.7,,0.0,,31.6
510334,,,,100.0,,40.0,70.0
510336,,,,0.0,,0.0,0.0
510340,,100.0,,57.1,,0.0,33.3
510342,,,,14.3,,14.3,14.3
510343,,100.0,,,,,100.0
510344,,,,14.3,,57.1,35.7
510356,,100.0,,0.0,,16.7,15.4
510357,100.0,,,,,,100.0
510358,,100.0,,14.3,,0.0,13.3
510359,,,,16.7,,16.7,16.7
510360,,100.0,,0.0,,0.0,9.1
510364,,0.0,,14.3,,28.6,20.0
510367,100.0,,0.0,,0.0,,33.3
510368,66.7,,25.0,,0.0,,27.3
510372,,100.0,,100.0,,0.0,55.6
510373,,,,0.0,,0.0,0.0
510374,,100.0,,0.0,,0.0,7.7
510376,100.0,,0.0,16.7,33.3,0.0,23.8
510377,,,,0.0,,16.7,8.3
510378,,,,16.7,,0.0,8.3
510379,,,,0.0,,14.3,7.1
510388,,100.0,,0.0,,0.0,6.7
510390,,100.0,,28.6,,14.3,26.7
510396,,100.0,,0.0,,28.6,20.0
510397,,0.0,,14.3,,71.4,40.0
510399,50.0,100.0,83.3,,16.7,,52.6
510402,16.7,100.0,100.0,,50.0,,55.6
510404,,100.0,,14.3,,0.0,13.3
510406,83.3,100.0,16.7,,0.0,,36.8
510408,,100.0,,16.7,,16.7,23.1
510410,,100.0,,0.0,,14.3,13.3
510412,,,,16.7,,33.3,25.0
510414,,100.0,,0.0,,16.7,15.4
51A000,100.0,,50.0,20.0,100.0,0.0,33.3
520304,,,,100.0,,100.0,100.0
520308,,,,66.7,,33.3,50.0
520320,50.0,,100.0,,33.3,,55.6
520324,,,,50.0,,25.0,37.5
520328,,,,100.0,,33.3,66.7
520336,,,,0.0,,50.0,25.0
530302,,100.0,,57.1,,28.6,46.7
530308,,100.0,,0.0,,33.3,23.1
530312,,100.0,,100.0,,0.0,53.3
530314,,100.0,,37.5,,75.0,58.8
530320,,100.0,,71.4,,42.9,60.0
530335,100.0,,0.0,,100.0,,66.7
530336,20.0,100.0,0.0,,0.0,,12.5
530340,,100.0,,0.0,,28.6,20.0
530341,,100.0,,14.3,,28.6,26.7
530343,20.0,100.0,40.0,,80.0,,50.0
530346,,100.0,,16.7,,50.0,38.5
530354,,100.0,,0.0,,0.0,7.7
530356,,100.0,,85.7,,100.0,93.3
540304,,100.0,,16.7,,66.7,46.2
540308,,100.0,,100.0,,50.0,76.9
540312,,,,100.0,,66.7,83.3
540315,100.0,,100.0,,33.3,,77.8
540316,,100.0,,85.7,,100.0,93.3
540317,,,0.0,,0.0,,0.0
540318,,,,0.0,,100.0,50.0
540320,,,,16.7,,16.7,16.7
540324,0.0,,50.0,,0.0,,15.4
540325,,,,25.0,,75.0,50.0
540326,,,,0.0,,25.0,12.5
540328,,100.0,,50.0,,100.0,76.9
540330,,,,25.0,,75.0,50.0
540336,50.0,,50.0,,100.0,,63.6
540338,,,,100.0,,0.0,50.0
540340,,,,75.0,,75.0,75.0
540344,,,,100.0,,100.0,100.0
54A000,,,,0.0,,0.0,0.0
550314,,,,0.0,,0.0,0.0
550316,,,,100.0,,100.0,100.0
550320,0.0,,0.0,,0.0,,0.0
550322,,,,50.0,,75.0,62.5
550324,,,,33.3,,16.7,25.0
550328,,,,25.0,,0.0,12.5
550332,60.0,,25.0,,25.0,,38.5
550334,,,,71.4,,100.0,85.7
550336,,,,100.0,,100.0,100.0
550340,,,,0.0,,0.0,0.0
550342,,,,0.0,,0.0,0.0
550344,0.0,,100.0,,66.7,,55.6
550349,,,,0.0,,25.0,12.5
550350,,,,0.0,,40.0,20.0
550356,,,,66.7,,66.7,66.7
550360,,,,0.0,,0.0,0.0
550362,,,,25.0,,25.0,25.0
550364,,,,66.7,,33.3,50.0
550368,0.0,,0.0,,25.0,,10.0
550372,,,,0.0,,60.0,30.0
55A000,0.0,,0.0,20.0,50.0,20.0,18.8
560304,,,,0.0,,0.0,0.0
560316,,0.0,,0.0,,0.0,0.0
560320,0.0,,0.0,,0.0,,0.0
560324,100.0,,,100.0,,25.0,66.7
560328,,,,100.0,,0.0,50.0
560329,100.0,,,,100.0,,100.0
560330,,,,80.0,,100.0,90.0
560331,,,,20.0,,100.0,60.0
560332,,,,100.0,,100.0,100.0
560338,,100.0,,80.0,,0.0,45.5
560350,0.0,,,,,,0.0
570306,,,,75.0,,100.0,87.5
570312,,,,100.0,,100.0,100.0
570317,0.0,,0.0,,0.0,,0.0
570318,100.0,,100.0,,33.3,,77.8
570319,,,,50.0,,75.0,62.5
570320,,,,100.0,,33.3,66.7
580312,,,,0.0,,0.0,0.0
580316,,,,100.0,,33.3,66.7
580320,,,,33.3,,0.0,16.7
580324,,,,100.0,,50.0,75.0
580344,0.0,,100.0,,0.0,,28.6
580350,,,,20.0,,20.0,20.0
580356,,,,66.7,,66.7,66.7
580368,50.0,,0.0,,25.0,,25.0
580372,,,,66.7,,0.0,33.3
58B000,100.0,,0.0,0.0,0.0,50.0,30.0
590306,,100.0,,100.0,,75.0,88.9
590310,,,,0.0,,20.0,10.0
590316,,,,100.0,,100.0,100.0
590320,,100.0,,50.0,,100.0,77.8
590328,100.0,,0.0,,100.0,,60.0
590330,80.0,0.0,80.0,,100.0,,81.3
590332,,,,100.0,,75.0,87.5
590336,,,,100.0,,66.7,83.3
590340,,,,100.0,,33.3,66.7
590344,,,,66.7,,100.0,83.3
590352,,,,100.0,,75.0,87.5
590356,,,,100.0,,100.0,100.0
600300,,100.0,,71.4,,71.4,73.3
600301,,100.0,,62.5,,87.5,76.5
600302,0.0,100.0,57.1,,14.3,,27.3
600305,,,,16.7,,50.0,33.3
600308,,100.0,,0.0,,0.0,14.3
600311,,,,50.0,,0.0,25.0
600312,33.3,100.0,16.7,,33.3,,31.6
600313,,100.0,,100.0,,33.3,68.4
600314,,,,60.0,,0.0,30.0
600316,,,,40.0,,0.0,20.0
600317,,100.0,,85.7,,28.6,60.0
600318,,100.0,,85.7,,28.6,60.0
600319,,100.0,,14.3,,28.6,26.7
600322,,,,0.0,,0.0,0.0
600328,,,,40.0,,0.0,20.0
600329,,100.0,,66.7,,16.7,46.2
600333,,100.0,,14.3,,28.6,26.7
600334,0.0,,,,,,0.0
600335,,,,33.3,,0.0,16.7
600336,,,,0.0,,0.0,0.0
600338,,0.0,,16.7,,33.3,23.1
600341,0.0,100.0,0.0,16.7,0.0,33.3,25.0
600344,,100.0,,85.7,,14.3,53.3
600345,,100.0,,66.7,,33.3,52.6
600346,,0.0,,40.0,,60.0,45.5
600349,,100.0,,20.0,,20.0,27.3
600351,,0.0,,57.1,,14.3,33.3
600352,,100.0,,16.7,,16.7,23.1
600353,,,,87.5,,25.0,56.3
600357,,100.0,,40.0,,20.0,36.4
600361,16.7,100.0,83.3,,0.0,,36.8
600362,,,,100.0,,0.0,50.0
600364,,,0.0,,0.0,,0.0
600365,,100.0,,20.0,,20.0,27.3
600367,,,,100.0,,0.0,50.0
600368,,100.0,,0.0,,0.0,11.1
600369,,100.0,,83.3,,66.7,76.9
600374,,100.0,,75.0,,0.0,44.4
600377,0.0,100.0,60.0,,12.5,,22.7
600379,,,,25.0,,0.0,12.5
600381,,100.0,,87.5,,37.5,64.7
600382,,100.0,,28.6,,14.3,26.7
600383,,100.0,,25.0,,25.0,29.4
600384,,,,100.0,,25.0,62.5
600385,,100.0,,0.0,,14.3,13.3
600392,,,,20.0,,20.0,20.0
600394,,,,22.2,,44.4,33.3
600397,0.0,100.0,0.0,,28.6,,14.3
600398,,100.0,,100.0,,80.0,90.9
600399,,,,12.5,,12.5,12.5
600405,16.7,100.0,0.0,,50.0,,26.3
600406,,100.0,,14.3,,28.6,26.7
600408,,100.0,,83.3,,66.7,76.9
600409,,,,66.7,,0.0,33.3
600410,,100.0,,80.0,,80.0,81.8
600411,,,,0.0,,60.0,30.0
600412,,100.0,,66.7,,16.7,46.2
600413,,,,0.0,,0.0,0.0
600414,,100.0,,20.0,,20.0,27.3
600415,16.7,100.0,66.7,,66.7,,52.6
600416,,100.0,,0.0,,20.0,18.2
600418,,,,0.0,,33.3,16.7
600420,,100.0,,20.0,,0.0,18.2
600422,,100.0,,40.0,,0.0,27.3
600424,,100.0,,50.0,,37.5,47.1
600426,12.5,100.0,57.1,,25.0,,33.3
600428,,0.0,,25.0,,37.5,29.4
600429,,100.0,,20.0,,0.0,18.2
600431,,,,37.5,,12.5,25.0
600432,,100.0,,33.3,,33.3,38.5
600433,,,,33.3,,0.0,16.7
600434,,100.0,,75.0,,50.0,64.7
600436,,100.0,,28.6,,0.0,20.0
600437,,100.0,,16.7,,16.7,23.1
600438,,,,0.0,,16.7,8.3
600439,,,,33.3,0.0,0.0,11.1
600440,,100.0,,14.3,,28.6,26.7
600442,,100.0,,14.3,,14.3,20.0
600443,0.0,,,,,,0.0
600444,,,,0.0,,20.0,10.0
600445,14.3,100.0,33.3,,14.3,,23.8
600446,,,,0.0,,0.0,0.0
600447,,100.0,,0.0,,0.0,7.7
600448,,100.0,,50.0,,50.0,53.8
600449,,,,0.0,,16.7,8.3
600450,,100.0,,100.0,,12.5,58.8
600451,,,,40.0,,0.0,20.0
600453,,100.0,,20.0,,80.0,54.5
600454,,,,0.0,,100.0,50.0
600455,,100.0,,22.2,,22.2,26.3
600457,20.0,100.0,0.0,,33.3,,23.5
600459,,100.0,,100.0,,25.0,66.7
600461,,,,100.0,,100.0,100.0
600462,,,,16.7,,16.7,16.7
600463,,,,20.0,,20.0,20.0
600464,,,,60.0,,0.0,30.0
600466,0.0,100.0,33.3,,16.7,,21.1
600468,,100.0,,0.0,,50.0,30.8
600471,,100.0,,100.0,,20.0,63.6
600474,,100.0,,100.0,,20.0,63.6
600478,,100.0,,28.6,,14.3,26.7
600479,,100.0,,57.1,,14.3,40.0
600480,0.0,100.0,33.3,,33.3,,27.8
600481,,100.0,,57.1,,57.1,60.0
600482,0.0,,0.0,0.0,25.0,0.0,4.5
600484,,100.0,,40.0,,0.0,27.3
600485,,100.0,,0.0,,0.0,9.1
600488,,100.0,,0.0,,0.0,11.1
600489,,100.0,,0.0,,0.0,7.7
600491,,,,0.0,,0.0,0.0
600492,,,,0.0,,100.0,50.0
600493,,,,0.0,,0.0,0.0
600494,,100.0,,16.7,,0.0,15.4
600496,0.0,,100.0,,100.0,,66.7
600497,,,,100.0,,28.6,64.3
600498,0.0,,0.0,,0.0,,0.0
600500,,100.0,,71.4,,85.7,80.0
600501,,100.0,,0.0,,33.3,23.1
600503,,100.0,,33.3,,16.7,30.8
600507,,,,0.0,,0.0,0.0
600508,0.0,,60.0,,0.0,,20.0
600509,,100.0,,100.0,,37.5,70.6
600512,,100.0,,85.7,,0.0,46.7
600513,,,,0.0,,16.7,8.3
600514,,100.0,,66.7,,16.7,46.2
600516,,100.0,,16.7,,50.0,38.5
600517,,100.0,,60.0,,20.0,45.5
600518,,0.0,,33.3,,11.1,21.1
600519,,,,0.0,,25.0,12.5
600520,,100.0,,50.0,,16.7,38.5
600521,,100.0,,16.7,,0.0,15.4
600522,,,,100.0,,80.0,90.0
600527,,100.0,,60.0,,20.0,45.5
600530,,,,0.0,,75.0,37.5
600532,,100.0,,37.5,,37.5,41.2
600534,,100.0,,0.0,,16.7,15.4
600535,0.0,100.0,100.0,,42.9,,50.0
600537,,,,42.9,,14.3,28.6
600538,,100.0,,88.9,,33.3,63.2
600545,,100.0,,100.0,,80.0,90.9
600546,,100.0,,0.0,,0.0,11.1
600549,,100.0,,0.0,,33.3,23.1
600550,,100.0,,100.0,,100.0,100.0
600553,,100.0,,28.6,,14.3,26.7
600557,,,,0.0,,0.0,0.0
600558,,,,0.0,,0.0,0.0
600562,,100.0,,85.7,,85.7,86.7
600565,,,,0.0,,66.7,33.3
600566,,100.0,,20.0,,0.0,18.2
600567,,,0.0,,0.0,,0.0
600571,,,,100.0,,60.0,80.0
600574,,,,0.0,,25.0,12.5
600576,0.0,100.0,0.0,,25.0,,15.4
600577,,100.0,,100.0,,60.0,81.8
600579,0.0,100.0,80.0,,33.3,,38.9
600586,,100.0,,16.7,,16.7,23.1
600587,,100.0,,80.0,,20.0,54.5
600588,,,,20.0,,20.0,20.0
600589,,100.0,,0.0,,40.0,27.3
600590,,100.0,,28.6,,0.0,20.0
600592,0.0,100.0,33.3,,16.7,,21.1
600693,0.0,100.0,0.0,,20.0,,14.3
600694,25.0,,100.0,,40.0,,57.1
600695,,,66.7,,100.0,,83.3
600696,0.0,,100.0,,0.0,,30.0
600697,25.0,100.0,100.0,,33.3,,58.3
60B000,,,0.0,0.0,0.0,0.0,0.0
60D000,0.0,,0.0,71.4,0.0,85.7,55.0
60F000,,,,0.0,,0.0,0.0
60G000,100.0,,0.0,16.7,0.0,16.7,21.1
60I000,0.0,,50.0,0.0,0.0,0.0,8.3
60J000,,,,0.0,,25.0,12.5
60K000,,,0.0,0.0,0.0,25.0,10.0
60L000,,,,0.0,,0.0,0.0
60M000,,,,0.0,,66.7,33.3
60N000,,,,100.0,,100.0,100.0
60P000,,,,100.0,,100.0,100.0
60Q000,,,,0.0,,0.0,0.0
60S000,,,,60.0,,20.0,40.0
60U000,0.0,,100.0,,0.0,,25.0
60V000,,,,0.0,,0.0,0.0
60Y000,,,,0.0,,100.0,50.0
610302,,,,0.0,,75.0,37.5
610310,,,,0.0,,40.0,20.0
610320,,,,100.0,,0.0,50.0
610326,,,,0.0,,75.0,37.5
610332,,,,,0.0,,0.0
610334,100.0,,0.0,,0.0,,33.3
61J000,,,,0.0,,0.0,0.0
61M000,,,,0.0,,0.0,0.0
61N000,,,,0.0,,100.0,50.0
620312,,100.0,,100.0,,0.0,54.5
620314,,100.0,,100.0,,42.9,73.3
620316,50.0,0.0,100.0,,0.0,,46.2
620318,,100.0,,100.0,,60.0,81.8
620324,,,,25.0,,0.0,12.5
620330,,,,0.0,,16.7,8.3
620334,,,,75.0,,0.0,37.5
620339,,,,66.7,,0.0,33.3
620340,0.0,,25.0,,0.0,,9.1
630308,,,,85.7,,100.0,92.9
630312,,,,100.0,,33.3,66.7
630316,,,,100.0,,33.3,66.7
630317,,,,50.0,,83.3,66.7
630320,,,,50.0,,75.0,62.5
630324,,,,0.0,,0.0,0.0
630328,,,,100.0,,100.0,100.0
630331,,,,33.3,,16.7,25.0
630332,50.0,,0.0,,25.0,,25.0
630336,16.7,,50.0,,16.7,,27.8
630342,,,,0.0,,0.0,0.0
630348,,100.0,,20.0,,20.0,27.3
630350,,,,16.7,,0.0,8.3
630356,,,,0.0,,0.0,0.0
630360,80.0,,100.0,,50.0,,76.9
630364,,,,40.0,,20.0,30.0
630368,,,,80.0,,80.0,80.0
630373,,,,25.0,,100.0,62.5
630374,,,,33.3,,16.7,25.0
630376,,,,0.0,,100.0,50.0
63A000,,,,50.0,,0.0,25.0
63B000,,,,33.3,,33.3,33.3
640304,,100.0,,28.6,,14.3,26.7
640306,,,,0.0,,0.0,0.0
640308,,,,0.0,,0.0,0.0
640316,,,,25.0,,50.0,37.5
640320,,,,16.7,,33.3,25.0
640324,,100.0,,66.7,,33.3,53.8
