dance_cat,music_cat,theatre_cat,va_cat,agency_code
N,Y,Y,Y,870318
N,Y,N,Y,870320
N,Y,N,Y,870324
N,Y,N,Y,87A000
N,Y,N,Y,880304
N,Y,Y,Y,880308
N,Y,N,Y,880312
N,Y,N,Y,880318
N,N,N,Y,880320
N,Y,N,Y,880324
N,Y,Y,Y,880328
N,Y,N,Y,880330
N,Y,N,Y,880336
N,Y,N,Y,890304
N,Y,N,Y,890306
N,Y,N,Y,900302
N,Y,N,Y,900303
Y,Y,Y,Y,900304
N,Y,N,Y,900305
N,Y,N,Y,900306
N,Y,N,Y,900307
N,Y,N,Y,900308
N,Y,Y,Y,900310
N,Y,Y,Y,900311
N,Y,N,Y,900312
Y,Y,Y,Y,900314
N,Y,Y,Y,900316
N,Y,N,Y,900318
N,Y,N,Y,900320
N,Y,N,Y,900328
N,Y,N,Y,900332
N,Y,N,Y,900334
N,Y,Y,Y,900336
N,Y,N,Y,900340
N,Y,N,Y,900341
N,Y,Y,Y,900342
N,Y,Y,Y,900343
N,Y,Y,Y,900344
N,Y,Y,Y,900346
N,Y,N,Y,900347
N,Y,Y,Y,900348
N,Y,Y,Y,900350
N,Y,N,Y,900351
N,Y,N,Y,900352
N,Y,N,Y,900353
N,Y,N,Y,900354
N,Y,N,Y,900356
N,Y,N,Y,900358
N,Y,Y,Y,900360
N,Y,Y,Y,900362
N,Y,N,Y,900363
N,Y,N,Y,900364
N,N,N,Y,900365
Y,Y,Y,Y,900366
N,Y,N,Y,900367
N,Y,N,Y,900368
N,Y,N,Y,900370
N,Y,N,Y,900372
N,Y,N,Y,900376
N,Y,Y,Y,900377
N,Y,N,Y,900378
N,Y,N,Y,900380
N,Y,N,Y,900384
N,Y,N,Y,900388
N,Y,Y,Y,900391
N,N,N,Y,900392
N,Y,Y,Y,900393
N,Y,Y,Y,90A000
N,Y,N,N,90B000
N,Y,N,Y,90C000
N,Y,N,Y,910304
N,Y,N,Y,910308
N,Y,N,Y,910311
N,Y,N,Y,910314
N,Y,N,Y,910316
N,Y,N,Y,910320
N,Y,N,Y,910340
N,Y,N,Y,910346
N,Y,N,Y,910356
N,Y,N,Y,910360
N,Y,N,Y,910364
N,Y,N,Y,910368
N,Y,N,Y,910370
N,Y,N,Y,910376
N,Y,N,Y,910380
N,N,N,Y,910382
N,Y,N,Y,910384
N,Y,N,Y,91A000
N,Y,N,N,91B000
N,Y,N,Y,920302
N,Y,N,Y,920303
N,Y,N,Y,920304
N,Y,N,Y,920306
N,Y,N,Y,920307
N,Y,N,Y,920308
N,Y,N,Y,920312
N,Y,Y,Y,920316
Y,Y,Y,Y,920317
N,Y,Y,Y,920318
N,Y,N,Y,920320
N,N,N,Y,920324
N,Y,N,Y,920325
N,Y,N,Y,920326
N,Y,N,Y,920327
N,Y,N,Y,920328
N,Y,N,Y,920329
N,Y,N,Y,920332
N,Y,N,Y,920334
N,Y,N,Y,920336
N,Y,N,Y,920340
N,Y,N,Y,920342
N,Y,N,Y,920344
Y,Y,Y,Y,920348
N,Y,N,Y,920352
Y,Y,Y,Y,920356
N,Y,N,Y,920358
N,Y,Y,Y,920360
N,Y,N,Y,920362
N,Y,N,Y,920364
N,Y,Y,Y,920368
N,Y,N,Y,920369
Y,Y,N,Y,920370
N,Y,N,Y,920376
Y,Y,Y,Y,920380
N,Y,N,Y,920384
N,Y,N,Y,920386
Y,Y,Y,Y,920388
N,Y,N,Y,920390
Y,Y,N,Y,920391
N,Y,N,Y,920393
N,Y,N,Y,920394
Y,Y,Y,Y,920396
N,Y,N,Y,920398
N,Y,Y,Y,920399
N,Y,Y,Y,920400
N,Y,Y,Y,920402
N,Y,N,Y,920403
Y,Y,Y,Y,920404
Y,Y,Y,Y,920408
Y,Y,Y,Y,920410
Y,Y,Y,Y,920411
Y,Y,Y,Y,920412
N,Y,N,Y,920413
N,Y,N,Y,920414
N,Y,N,Y,920415
Y,Y,Y,Y,920416
N,Y,N,Y,920417
N,Y,N,Y,920420
N,Y,Y,Y,920424
N,Y,Y,Y,920428
Y,Y,Y,Y,920436
N,N,N,Y,920438
N,Y,N,Y,920439
N,Y,N,Y,920440
Y,Y,Y,Y,920441
N,Y,Y,Y,920442
N,Y,N,Y,920443
Y,Y,N,Y,920444
Y,Y,Y,Y,920445
N,Y,N,Y,920446
N,Y,N,Y,920447
Y,Y,Y,Y,920448
N,Y,N,Y,920449
Y,Y,Y,Y,920450
N,Y,N,Y,920451
N,Y,N,Y,920452
N,Y,N,Y,920453
N,Y,N,Y,920454
Y,Y,Y,Y,920455
N,Y,N,Y,920456
N,Y,N,Y,920457
Y,Y,N,Y,920458
N,Y,N,Y,920459
N,Y,N,Y,920460
N,Y,N,Y,920464
Y,Y,Y,Y,920466
N,Y,N,Y,920467
N,Y,N,Y,920468
N,Y,N,Y,920469
N,Y,N,Y,920470
Y,Y,N,Y,920471
Y,Y,Y,Y,920472
Y,Y,Y,Y,920473
N,Y,N,Y,920474
N,Y,N,Y,920476
N,Y,N,Y,920480
N,Y,Y,Y,920484
N,Y,N,Y,920488
Y,Y,Y,Y,920492
N,Y,N,Y,920494
N,Y,Y,Y,920495
N,Y,N,Y,920496
Y,Y,Y,Y,920500
N,Y,N,Y,920501
Y,Y,N,Y,920502
N,Y,N,Y,920504
Y,Y,Y,Y,920506
N,Y,N,Y,920508
N,Y,Y,Y,920512
N,Y,N,Y,920514
N,Y,N,Y,920516
N,N,N,Y,920518
N,Y,N,Y,920520
N,Y,N,Y,920521
N,Y,N,Y,920522
N,Y,N,Y,920523
N,Y,N,Y,920524
N,Y,N,N,920525
Y,Y,Y,Y,920526
N,N,N,Y,920528
N,Y,N,Y,920529
N,Y,N,Y,920530
N,Y,N,Y,920531
Y,Y,N,Y,920532
N,Y,N,Y,920533
N,Y,N,Y,920540
N,Y,N,Y,920542
N,Y,N,Y,920543
N,Y,N,Y,920544
Y,Y,N,Y,920545
Y,Y,Y,Y,920546
N,Y,N,Y,920547
N,Y,N,Y,920548
Y,Y,N,Y,920549
N,Y,N,Y,920550
N,Y,Y,Y,920551
N,Y,Y,Y,920552
N,Y,N,Y,920554
N,Y,N,Y,920557
N,Y,N,Y,920560
Y,Y,Y,Y,920562
N,Y,N,Y,920564
N,Y,N,Y,920568
N,Y,N,Y,920569
N,Y,N,Y,920570
N,Y,N,Y,920571
Y,Y,Y,Y,920572
N,Y,N,Y,920576
N,Y,N,Y,920580
N,N,N,Y,920581
N,Y,Y,Y,920582
N,Y,N,Y,920584
N,N,Y,Y,920585
N,Y,Y,Y,920586
Y,Y,Y,Y,920588
N,Y,Y,Y,920592
N,Y,N,Y,920593
N,Y,Y,Y,920594
Y,Y,Y,Y,920595
Y,Y,Y,Y,920596
N,Y,N,Y,920597
N,Y,N,Y,920598
N,Y,N,Y,920599
Y,Y,Y,Y,920600
N,Y,Y,Y,920601
N,Y,Y,Y,920604
N,Y,N,Y,920606
N,Y,N,Y,920607
Y,Y,N,Y,920608
N,Y,N,Y,920614
N,Y,N,Y,920616
N,Y,N,Y,920618
N,Y,N,Y,920624
N,Y,N,Y,920626
N,Y,N,Y,920628
Y,Y,Y,Y,920632
Y,Y,N,Y,920636
N,Y,N,Y,92B000
N,Y,N,Y,92E000
Y,Y,Y,Y,92F000
Y,Y,Y,Y,92G000
N,Y,Y,Y,92K000
N,Y,N,Y,92M000
N,Y,Y,Y,92P000
N,Y,Y,Y,92S000
N,Y,Y,Y,92T000
Y,Y,Y,Y,92U000
N,Y,Y,Y,92V000
Y,Y,Y,Y,92W000
N,Y,Y,Y,92Y000
N,N,N,Y,930330
N,Y,N,Y,930340
N,Y,N,Y,930344
N,Y,N,Y,930348
N,Y,N,Y,930352
N,Y,N,Y,930360
N,Y,N,Y,930700
N,Y,N,Y,93A000
N,Y,Y,Y,93M000
N,Y,N,Y,940306
N,Y,N,Y,940308
N,Y,N,Y,940314
N,Y,N,Y,940316
N,Y,N,Y,940328
N,Y,N,N,940330
N,Y,N,Y,94Z000
N,Y,N,Y,950308
N,Y,N,Y,950312
N,Y,N,Y,950316
N,Y,N,Y,950320
N,Y,N,Y,950322
N,Y,N,Y,950324
N,Y,N,Y,950328
N,Y,N,Y,950332
N,Y,Y,Y,950336
N,Y,Y,Y,950338
N,N,N,Y,95A000
N,Y,N,Y,960312
N,Y,N,Y,960314
N,Y,N,Y,960316
N,Y,N,Y,960318
N,Y,Y,Y,960324
Y,Y,Y,Y,960326
N,Y,N,Y,960329
N,Y,Y,Y,960330
N,Y,N,Y,960331
N,Y,N,Y,960332
N,Y,N,Y,960334
N,Y,Y,Y,960335
N,Y,N,Y,960336
N,Y,N,Y,960338
N,Y,N,Y,960340
N,Y,N,Y,960344
N,Y,N,Y,960348
N,Y,Y,Y,960360
N,Y,N,Y,960370
N,Y,N,Y,960372
N,Y,N,Y,960374
N,Y,N,Y,960380
N,Y,N,Y,960382
N,Y,N,Y,960386
N,Y,N,Y,960387
N,Y,N,Y,960388
N,Y,N,Y,960390
N,Y,N,Y,960450
N,Y,N,Y,960454
N,Y,Y,Y,960490
N,Y,Y,Y,960700
N,Y,N,N,96F000
N,Y,N,Y,970308
N,Y,N,Y,970310
N,Y,N,Y,970312
N,Y,N,Y,970315
N,Y,Y,Y,970320
N,Y,N,Y,970322
N,Y,N,Y,970337
N,Y,N,Y,970340
N,Y,N,Y,970344
N,Y,N,Y,970348
N,Y,N,Y,970352
N,Y,Y,Y,970356
N,Y,N,Y,970358
N,Y,N,Y,970360
N,Y,N,Y,970368
N,Y,N,Y,970370
N,Y,N,Y,970376
N,Y,Y,Y,970388
N,Y,N,Y,970389
N,Y,Y,Y,970390
N,Y,N,Y,970392
N,Y,N,Y,980308
N,Y,N,Y,980317
N,Y,N,Y,980318
N,Y,N,Y,980320
N,Y,N,Y,980324
N,Y,N,Y,980336
N,Y,N,Y,980338
N,Y,N,Y,980340
Y,Y,N,Y,980342
N,Y,N,Y,980344
N,Y,N,Y,980348
N,Y,N,Y,980352
N,Y,N,Y,980356
N,Y,N,Y,980357
N,Y,N,Y,980360
N,Y,N,Y,980364
N,Y,N,Y,980380
N,Y,N,Y,980384
N,Y,N,Y,980388
N,Y,N,Y,980390
N,Y,N,Y,980392
N,Y,N,Y,980396
N,Y,N,N,980397
N,Y,N,Y,980398
N,Y,N,Y,980400
Y,Y,Y,Y,98A000
N,Y,N,Y,98B000
N,Y,N,Y,990304
N,Y,N,Y,990308
N,Y,N,Y,990312
N,Y,N,Y,990316
N,Y,N,Y,990320
N,Y,N,Y,990321
N,Y,Y,Y,990322
N,Y,N,Y,990324
N,Y,Y,Y,990325
N,Y,Y,Y,990326
N,Y,N,Y,990328
N,N,N,Y,990332
N,Y,Y,Y,990336
N,Y,Y,Y,990340
N,Y,N,Y,995304
N,Y,N,Y,995308
N,Y,N,Y,995312
N,Y,Y,Y,995316
N,Y,N,Y,995320
N,Y,Y,Y,995324
N,Y,N,Y,995328
N,Y,Y,Y,995330
N,Y,N,Y,995336
N,Y,N,N,997208
N,N,N,Y,997258
