agency_code,avg_class_teach_TeacherExp,pct_adv_degree_PrincipalExp,pct_adv_degree_TeacherExp,pct_experience_0_PrincipalExp,pct_experience_0_TeacherExp,pct_experience_10_PrincipalExp,pct_experience_10_TeacherExp,pct_experience_4_PrincipalExp,pct_experience_4_TeacherExp,pct_turnover_PrincipalExp,pct_turnover_TeacherExp,total_class_teach_TeacherExp
240373,12.0,,0.083,,0.16699999999999998,,0.667,,0.16699999999999998,,0.083,101345.0
240376,11.0,,0.273,,0.273,,0.636,,0.091,,0.185,101345.0
240380,33.0,,0.152,,0.121,,0.545,,0.333,,0.08800000000000001,101345.0
240388,43.0,,0.163,,0.093,,0.6509999999999999,,0.256,,0.101,101345.0
240LEA,22.5,,0.20275,0.389,0.19425,0.222,0.5935,0.389,0.21225,0.167,0.17025,101345.0
241304,28.0,,0.071,,0.214,,0.536,,0.25,,0.206,101345.0
241308,34.0,,0.206,,0.147,,0.6759999999999999,,0.17600000000000002,,0.1,101345.0
241312,6.0,,0.16699999999999998,,0.16699999999999998,,0.667,,0.16699999999999998,,0.16699999999999998,101345.0
241316,44.0,,0.159,,0.068,,0.659,,0.273,,0.068,101345.0
241320,40.0,,0.275,,0.1,,0.7,,0.2,,0.1,101345.0
241LEA,28.75,0.2,0.16,0.4,0.14275,0.0,0.63775,0.6,0.21975,0.0,0.13524999999999998,101345.0
24B000,12.0,,,,,,,,,,,101345.0
24N000,37.0,,,,,,,,,,,101345.0
250304,27.0,,0.29600000000000004,,0.222,,0.519,,0.259,,0.185,101345.0
250306,29.0,,0.172,,0.207,,0.621,,0.172,,0.127,101345.0
250308,32.0,,0.281,,0.156,,0.563,,0.281,,0.033,101345.0
250312,48.0,,0.16699999999999998,,0.313,,0.417,,0.271,,0.214,101345.0
250314,8.0,,0.111,,0.25,,0.25,,0.5,,0.083,101345.0
250316,31.0,,0.258,,0.29,,0.452,,0.258,,0.305,101345.0
250320,42.0,,0.19,,0.333,,0.405,,0.262,,0.242,101345.0
250321,10.0,,0.2,,0.4,,0.2,,0.4,,0.6,101345.0
250324,38.0,,0.237,,0.077,,0.667,,0.256,,0.075,101345.0
250328,25.0,,0.08,,0.32,,0.56,,0.12,,0.12,101345.0
250332,45.0,,0.289,,0.217,,0.5429999999999999,,0.239,,0.16899999999999998,101345.0
250336,24.0,,0.208,,0.25,,0.417,,0.333,,0.2,101345.0
250340,69.0,,0.203,,0.232,,0.522,,0.246,,0.15,101345.0
250344,25.0,,0.125,,0.24,,0.44,,0.32,,0.282,101345.0
250348,27.0,,0.185,,0.29600000000000004,,0.481,,0.222,,0.28600000000000003,101345.0
250350,33.0,,0.121,,0.242,,0.212,,0.545,,0.07,101345.0
250356,96.0,,0.177,,0.156,,0.583,,0.26,,0.181,101345.0
250360,32.0,,0.188,,0.406,,0.344,,0.25,,0.262,101345.0
250362,22.0,,0.136,,0.318,,0.273,,0.409,,0.333,101345.0
250364,30.0,,0.2,,0.433,,0.3,,0.267,,0.215,101345.0
250368,30.0,,0.233,,0.1,,0.633,,0.267,,0.109,101345.0
250372,60.0,,0.117,,0.217,,0.55,,0.233,,0.188,101345.0
250376,44.0,,0.205,,0.205,,0.523,,0.273,,0.271,101345.0
250378,25.0,,0.08,,0.0,,0.56,,0.44,,0.0,101345.0
250380,42.0,,0.14300000000000002,,0.238,,0.452,,0.31,,0.079,101345.0
250LEA,38.666666666666664,0.24,0.19199999999999998,0.28,0.21566666666666667,0.24,0.5103333333333333,0.48,0.27366666666666667,0.20000000000000004,0.18166666666666667,101345.0
260302,18.0,,0.222,,0.333,,0.611,,0.056,,0.294,101345.0
260306,35.0,,0.2,,0.171,,0.657,,0.171,,0.156,101345.0
260308,16.0,,0.188,,0.063,,0.563,,0.375,,0.2,101345.0
260310,35.0,,0.086,,0.28600000000000003,,0.457,,0.257,,0.27,101345.0
260312,8.0,,0.125,,0.25,,0.5,,0.25,,0.125,101345.0
260316,17.0,,0.235,,0.412,,0.471,,0.118,,0.222,101345.0
260318,104.0,,0.192,,0.115,,0.644,,0.24,,0.175,101345.0
260320,44.0,,0.182,,0.182,,0.568,,0.25,,0.16699999999999998,101345.0
260321,45.0,,0.156,,0.467,,0.378,,0.156,,0.37,101345.0
260322,85.0,,0.106,,0.353,,0.506,,0.141,,0.198,101345.0
260325,89.0,,0.236,,0.112,,0.674,,0.213,,0.124,101345.0
260326,47.0,,0.17,,0.362,,0.34,,0.298,,0.1,101345.0
260332,30.0,,0.1,,0.267,,0.5,,0.233,,0.2,101345.0
260336,34.0,,0.235,,0.382,,0.441,,0.17600000000000002,,0.214,101345.0
260338,51.0,,0.157,,0.412,,0.431,,0.157,,0.232,101345.0
260340,38.0,,0.289,,0.105,,0.5,,0.395,,0.16699999999999998,101345.0
260342,36.0,,0.306,,0.278,,0.389,,0.333,,0.08800000000000001,101345.0
260344,23.0,,0.087,,0.391,,0.304,,0.304,,0.15,101345.0
260347,13.0,,0.077,,0.154,,0.5379999999999999,,0.308,,0.231,101345.0
260348,45.0,,0.133,,0.422,,0.333,,0.244,,0.233,101345.0
260352,30.0,,0.067,,0.433,,0.3,,0.267,,0.233,101345.0
260354,13.0,,0.308,,0.077,,0.769,,0.154,,0.28600000000000003,101345.0
260356,21.0,,0.28600000000000003,,0.048,,0.667,,0.28600000000000003,,0.14300000000000002,101345.0
260357,77.0,,0.208,,0.104,,0.662,,0.234,,0.154,101345.0
260358,40.0,,0.225,,0.25,,0.55,,0.2,,0.1,101345.0
260359,64.0,,0.172,,0.266,,0.563,,0.172,,0.153,101345.0
260361,24.0,,0.25,,0.458,,0.333,,0.208,,0.087,101345.0
260362,61.0,,0.16399999999999998,,0.213,,0.459,,0.328,,0.217,101345.0
260363,22.0,,0.182,,0.182,,0.636,,0.182,,0.136,101345.0
260364,48.0,,0.208,,0.229,,0.604,,0.16699999999999998,,0.16699999999999998,101345.0
260365,51.0,,0.17600000000000002,,0.21600000000000005,,0.529,,0.255,,0.226,101345.0
260366,47.0,,0.043,,0.532,,0.213,,0.255,,0.209,101345.0
260367,53.0,,0.264,,0.377,,0.208,,0.415,,0.28600000000000003,101345.0
260368,40.0,,0.25,,0.275,,0.5,,0.225,,0.103,101345.0
260369,60.0,,0.217,,0.1,,0.7,,0.2,,0.035,101345.0
260370,46.0,,0.196,,0.304,,0.5,,0.196,,0.205,101345.0
260371,23.0,,0.217,,0.261,,0.435,,0.304,,0.32,101345.0
260372,42.0,,0.16699999999999998,,0.524,,0.28600000000000003,,0.19,,0.225,101345.0
260373,62.0,,0.161,,0.194,,0.597,,0.21,,0.14,101345.0
260374,10.0,,0.2,,0.3,,0.2,,0.5,,0.333,101345.0
260375,27.0,,0.14800000000000002,,0.29600000000000004,,0.29600000000000004,,0.407,,0.172,101345.0
260380,25.0,,0.2,,0.36,,0.44,,0.2,,0.179,101345.0
260382,30.0,,0.1,,0.3,,0.3,,0.4,,0.125,101345.0
260383,63.0,,0.127,,0.159,,0.635,,0.206,,0.079,101345.0
260386,26.0,,0.154,,0.115,,0.654,,0.231,,0.154,101345.0
260388,20.0,,0.2,,0.05,,0.6,,0.35,,0.136,101345.0
260396,36.0,,0.194,,0.278,,0.417,,0.306,,0.139,101345.0
260397,57.0,,0.175,,0.175,,0.579,,0.246,,0.151,101345.0
260398,41.0,,0.171,,0.463,,0.293,,0.244,,0.175,101345.0
260400,35.0,,0.2,,0.229,,0.429,,0.343,,0.265,101345.0
260401,37.0,,0.243,,0.378,,0.405,,0.21600000000000005,,0.08800000000000001,101345.0
260402,25.0,,0.12,,0.56,,0.24,,0.2,,0.12,101345.0
260403,61.0,,0.23,,0.393,,0.295,,0.311,,0.054000000000000006,101345.0
260404,40.0,,0.125,,0.475,,0.25,,0.275,,0.135,101345.0
260405,22.0,,0.136,,0.455,,0.455,,0.091,,0.208,101345.0
260406,48.0,,0.188,,0.313,,0.5,,0.188,,0.159,101345.0
260407,46.0,,0.174,,0.5,,0.261,,0.239,,0.227,101345.0
260408,85.0,,0.141,,0.118,,0.624,,0.259,,0.146,101345.0
260410,26.0,,0.077,,0.5379999999999999,,0.385,,0.077,,0.04,101345.0
260411,25.0,,0.12,,0.16,,0.72,,0.12,,0.08,101345.0
260412,16.0,,0.313,,0.188,,0.5,,0.313,,0.25,101345.0
260413,13.0,,0.231,,0.231,,0.308,,0.462,,0.364,101345.0
260414,43.0,,0.14,,0.256,,0.442,,0.302,,0.16899999999999998,101345.0
260415,44.0,,0.159,,0.227,,0.4320000000000001,,0.341,,0.125,101345.0
260416,22.0,,0.136,,0.273,,0.455,,0.273,,0.217,101345.0
260417,24.0,,0.16699999999999998,,0.292,,0.5,,0.208,,0.208,101345.0
260418,30.0,,0.16699999999999998,,0.233,,0.5329999999999999,,0.233,,0.065,101345.0
260419,14.0,,0.071,,0.28600000000000003,,0.5710000000000001,,0.14300000000000002,,0.133,101345.0
260424,87.0,,0.138,,0.23,,0.506,,0.264,,0.195,101345.0
260425,42.0,,0.16699999999999998,,0.262,,0.452,,0.28600000000000003,,0.073,101345.0
260426,28.0,,0.107,,0.393,,0.393,,0.214,,0.16699999999999998,101345.0
260427,95.0,,0.105,,0.2,,0.547,,0.253,,0.108,101345.0
260428,33.0,,0.182,,0.364,,0.394,,0.242,,0.188,101345.0
260430,25.0,,0.2,,0.0,,0.72,,0.28,,0.154,101345.0
260432,13.0,,0.077,,0.231,,0.462,,0.308,,0.091,101345.0
260434,53.0,,0.226,,0.28300000000000003,,0.34,,0.377,,0.308,101345.0
260440,23.0,,0.217,,0.261,,0.565,,0.174,,0.222,101345.0
260444,18.0,,0.111,,0.444,,0.444,,0.111,,0.0,101345.0
260446,68.0,,0.279,,0.265,,0.5589999999999999,,0.17600000000000002,,0.209,101345.0
260448,36.0,,0.111,,0.139,,0.583,,0.278,,0.177,101345.0
260449,17.0,,0.118,,0.294,,0.529,,0.17600000000000002,,0.095,101345.0
260450,34.0,,0.206,,0.353,,0.471,,0.17600000000000002,,0.257,101345.0
260452,40.0,,0.125,,0.475,,0.375,,0.15,,0.162,101345.0
260454,47.0,,0.085,,0.426,,0.362,,0.213,,0.149,101345.0
260455,71.0,,0.183,,0.254,,0.535,,0.211,,0.219,101345.0
260459,35.0,,0.14300000000000002,,0.343,,0.343,,0.314,,0.114,101345.0
260700,11.0,,0.273,,0.0,,0.727,,0.273,,0.1,101345.0
260LEA,42.666666666666664,0.172,0.17366666666666666,0.402,0.26366666666666666,0.184,0.5006666666666667,0.414,0.236,0.092,0.168,101345.0
26B000,36.0,,,,,,,,,,,101345.0
26C000,31.0,,,,,,,,,,,101345.0
270304,18.0,,0.16699999999999998,,0.111,,0.667,,0.222,,0.0,101345.0
270306,67.0,,0.179,,0.209,,0.657,,0.134,,0.194,101345.0
270308,25.0,,0.24,,0.16,,0.64,,0.2,,0.269,101345.0
270309,18.0,,0.222,,0.222,,0.5,,0.278,,0.16699999999999998,101345.0
270310,35.0,,0.14300000000000002,,0.086,,0.629,,0.28600000000000003,,0.057,101345.0
270311,10.0,,0.1,,0.0,,0.7,,0.3,,0.1,101345.0
270312,8.0,,0.0,,0.25,,0.75,,0.0,,0.0,101345.0
270316,30.0,,0.2,,0.333,,0.3670000000000001,,0.3,,0.211,101345.0
270318,37.0,,0.189,,0.189,,0.541,,0.27,,0.105,101345.0
270320,23.0,,0.304,,0.087,,0.609,,0.304,,0.136,101345.0
270LEA,30.666666666666668,0.20000000000000004,0.18933333333333333,0.8000000000000002,0.17766666666666664,0.0,0.6013333333333334,0.20000000000000004,0.221,0.4000000000000001,0.154,101345.0
27A000,4.0,,,,,,,,,,,101345.0
280302,23.0,,0.304,,0.087,,0.478,,0.435,,0.08900000000000001,101345.0
280304,33.0,,0.242,,0.242,,0.5760000000000001,,0.182,,0.138,101345.0
280306,4.0,,0.0,,0.0,,0.75,,0.25,,0.2,101345.0
280308,31.0,,0.387,,0.065,,0.742,,0.194,,0.095,101345.0
280310,41.0,,0.244,,0.098,,0.585,,0.317,,0.0,101345.0
280312,53.0,,0.208,,0.151,,0.679,,0.17,,0.039,101345.0
280316,41.0,,0.268,,0.098,,0.634,,0.268,,0.1,101345.0
280320,35.0,,0.229,,0.14300000000000002,,0.6859999999999999,,0.171,,0.127,101345.0
280324,30.0,,0.16699999999999998,,0.067,,0.633,,0.3,,0.073,101345.0
280328,53.0,,0.315,,0.075,,0.698,,0.226,,0.084,101345.0
280330,57.0,,0.19,,0.123,,0.667,,0.211,,0.035,101345.0
280LEA,37.0,0.273,0.24300000000000002,0.273,0.13275,0.364,0.6439999999999999,0.364,0.22325,0.182,0.09025,101345.0
290302,20.0,,0.2,,0.25,,0.45,,0.3,,0.108,101345.0
290306,26.0,,0.222,,0.038,,0.5379999999999999,,0.423,,0.04,101345.0
290307,24.0,,0.208,,0.208,,0.5,,0.292,,0.04,101345.0
290308,60.0,,0.1,,0.16699999999999998,,0.583,,0.25,,0.067,101345.0
290309,50.0,,0.22,,0.22,,0.56,,0.22,,0.175,101345.0
290310,13.0,,0.231,,0.0,,0.5379999999999999,,0.462,,0.095,101345.0
290312,31.0,,0.355,,0.161,,0.613,,0.226,,0.034,101345.0
290314,12.0,,0.16699999999999998,,0.083,,0.833,,0.083,,0.077,101345.0
290315,5.0,,0.4,,0.0,,1.0,,0.0,,0.0,101345.0
290316,30.0,,0.194,,0.097,,0.677,,0.226,,0.0,101345.0
290320,24.0,,0.292,,0.125,,0.583,,0.292,,0.094,101345.0
290322,44.0,,0.273,,0.045,,0.727,,0.227,,0.08800000000000001,101345.0
290324,51.0,,0.196,,0.098,,0.608,,0.294,,0.068,101345.0
290328,36.0,,0.21600000000000005,,0.21600000000000005,,0.405,,0.378,,0.028,101345.0
290330,25.0,,0.231,,0.231,,0.5379999999999999,,0.231,,0.0,101345.0
290332,33.0,,0.242,,0.061,,0.545,,0.394,,0.076,101345.0
290333,27.0,,0.14800000000000002,,0.14300000000000002,,0.536,,0.321,,0.035,101345.0
290334,42.0,,0.238,,0.095,,0.5479999999999999,,0.35700000000000004,,0.07200000000000001,101345.0
290336,65.0,,0.215,,0.185,,0.569,,0.246,,0.058,101345.0
290344,31.0,,0.281,,0.063,,0.5,,0.438,,0.035,101345.0
290348,81.0,,0.173,,0.14800000000000002,,0.667,,0.185,,0.053,101345.0
290349,32.0,,0.25,,0.125,,0.594,,0.281,,,101345.0
290350,44.0,,0.295,,0.068,,0.818,,0.114,,0.112,101345.0
290351,42.0,,0.333,,0.119,,0.643,,0.238,,0.16899999999999998,101345.0
290352,28.0,,0.107,,0.107,,0.643,,0.25,,0.14800000000000002,101345.0
290356,24.0,,0.24,,0.16,,0.48,,0.36,,0.095,101345.0
290364,20.0,,0.1,,0.15,,0.55,,0.3,,0.115,101345.0
290365,33.0,,0.242,,0.121,,0.5760000000000001,,0.303,,0.149,101345.0
290366,40.0,,0.225,,0.15,,0.525,,0.325,,0.023,101345.0
290367,24.0,,0.125,,0.25,,0.458,,0.292,,0.039,101345.0
290375,25.0,,0.12,,0.24,,0.44,,0.32,,0.041,101345.0
290376,38.0,,0.184,,0.053,,0.605,,0.342,,0.073,101345.0
290380,43.0,,0.116,,0.093,,0.512,,0.395,,0.114,101345.0
290384,33.0,,0.17600000000000002,,0.235,,0.618,,0.147,,0.133,101345.0
290388,48.0,,0.16699999999999998,,0.146,,0.604,,0.25,,0.021,101345.0
290389,13.0,,0.231,,0.077,,0.6920000000000001,,0.231,,0.0,101345.0
290LEA,27.6,0.22200000000000003,0.20739999999999997,0.44400000000000006,0.09780000000000001,0.11100000000000002,0.631,0.44400000000000006,0.271,0.029000000000000005,0.08020000000000001,101345.0
291308,30.0,,0.452,,0.333,,0.333,,0.333,,0.203,101345.0
291332,42.0,,0.16699999999999998,,0.381,,0.31,,0.31,,0.325,101345.0
291336,55.0,,0.145,,0.29100000000000004,,0.455,,0.255,,0.14800000000000002,101345.0
291340,26.0,,0.34600000000000003,,0.154,,0.615,,0.231,,0.236,101345.0
291348,27.0,,0.179,,0.14300000000000002,,0.5,,0.35700000000000004,,0.189,101345.0
291350,6.0,,0.0,,0.5,,0.333,,0.16699999999999998,,0.182,101345.0
291352,25.0,,0.34600000000000003,,0.385,,0.308,,0.308,,0.31,101345.0
291LEA,32.5,0.28600000000000003,0.16125,0.14300000000000002,0.35675,0.28600000000000003,0.3835,0.5710000000000001,0.26025,0.0,0.21899999999999997,101345.0
292316,26.0,,0.154,,0.385,,0.34600000000000003,,0.269,,0.115,101345.0
292318,56.0,,0.14300000000000002,,0.411,,0.304,,0.28600000000000003,,0.236,101345.0
292320,38.0,,0.237,,0.368,,0.447,,0.184,,0.271,101345.0
292324,47.0,,0.17,,0.149,,0.7020000000000001,,0.149,,0.33,101345.0
292LEA,42.0,0.5,0.18433333333333332,0.75,0.30633333333333335,0.0,0.48866666666666675,0.25,0.20433333333333334,0.25,0.27466666666666667,101345.0
300306,5.0,,0.6,,0.0,,0.6,,0.4,,0.2,101345.0
300308,35.0,,0.171,,0.371,,0.457,,0.171,,0.03,101345.0
300310,28.0,,0.393,,0.107,,0.679,,0.214,,0.071,101345.0
300312,109.0,,0.191,,0.282,,0.518,,0.2,,0.119,101345.0
300314,7.0,,0.28600000000000003,,0.14300000000000002,,0.429,,0.429,,0.0,101345.0
300320,39.0,,0.282,,0.179,,0.59,,0.231,,0.053,101345.0
300325,34.0,,0.353,,0.114,,0.7140000000000001,,0.171,,0.058,101345.0
300326,33.0,,0.353,,0.182,,0.606,,0.212,,0.122,101345.0
300328,34.0,,0.382,,0.118,,0.647,,0.235,,0.118,101345.0
300330,40.0,,0.195,,0.1,,0.6,,0.3,,0.049,101345.0
300336,27.0,,0.5,,0.107,,0.679,,0.214,,0.104,101345.0
300337,37.0,,0.35100000000000003,,0.135,,0.703,,0.162,,0.057,101345.0
300LEA,33.25,0.083,0.35750000000000004,0.583,0.14325000000000002,0.083,0.59675,0.333,0.26025,0.0,0.1125,101345.0
310304,61.0,,0.115,,0.246,,0.41,,0.344,,0.219,101345.0
310308,58.0,,0.241,,0.086,,0.741,,0.172,,0.084,101345.0
310330,37.0,,0.21600000000000005,,0.162,,0.6759999999999999,,0.162,,0.051,101345.0
310336,63.0,,0.14300000000000002,,0.349,,0.333,,0.317,,0.16899999999999998,101345.0
310338,6.0,,0.5,,0.333,,0.333,,0.333,,0.625,101345.0
310344,57.0,,0.158,,0.138,,0.603,,0.259,,0.105,101345.0
310352,43.0,,0.047,,0.488,,0.326,,0.18600000000000005,,0.268,101345.0
310356,46.0,,0.196,,0.174,,0.565,,0.261,,0.063,101345.0
310360,45.0,,0.17800000000000002,,0.17800000000000002,,0.556,,0.267,,0.114,101345.0
310364,32.0,,0.156,,0.313,,0.531,,0.156,,0.229,101345.0
310384,72.0,,0.139,,0.411,,0.35600000000000004,,0.233,,0.21600000000000005,101345.0
310388,70.0,,0.086,,0.38,,0.366,,0.254,,0.14300000000000002,101345.0
310392,40.0,,0.175,,0.225,,0.525,,0.25,,0.115,101345.0
310LEA,43.0,,0.15825000000000003,0.154,0.25975000000000004,0.308,0.5115000000000001,0.5379999999999999,0.22875,0.0,0.1675,101345.0
320304,48.0,,0.16699999999999998,,0.563,,0.271,,0.16699999999999998,,0.151,101345.0
320306,39.0,,0.256,,0.256,,0.41,,0.333,,0.154,101345.0
320308,30.0,,0.32299999999999995,,0.233,,0.4,,0.3670000000000001,,0.136,101345.0
320309,15.0,,0.333,,0.467,,0.4,,0.133,,0.27,101345.0
320310,39.0,,0.179,,0.385,,0.359,,0.256,,0.329,101345.0
320312,110.0,,0.27,,0.264,,0.4,,0.336,,0.107,101345.0
320313,41.0,,0.268,,0.195,,0.634,,0.171,,0.104,101345.0
320314,44.0,,0.341,,0.318,,0.4320000000000001,,0.25,,0.195,101345.0
320315,39.0,,0.256,,0.333,,0.5379999999999999,,0.128,,0.212,101345.0
320316,56.0,,0.232,,0.196,,0.518,,0.28600000000000003,,0.197,101345.0
320317,25.0,,0.24,,0.2,,0.4,,0.4,,0.196,101345.0
320318,41.0,,0.341,,0.317,,0.439,,0.244,,0.175,101345.0
320319,61.0,,0.213,,0.311,,0.311,,0.377,,0.07400000000000001,101345.0
320320,50.0,,0.22,,0.28,,0.48,,0.24,,0.227,101345.0
320322,16.0,,0.313,,0.188,,0.5,,0.313,,0.28600000000000003,101345.0
320323,109.0,,0.413,,0.156,,0.55,,0.294,,0.109,101345.0
320324,46.0,,0.13,,0.109,,0.609,,0.28300000000000003,,0.136,101345.0
320325,93.0,,0.29,,0.28,,0.419,,0.301,,0.177,101345.0
320327,51.0,,0.34600000000000003,,0.235,,0.451,,0.314,,0.181,101345.0
320328,55.0,,0.16399999999999998,,0.382,,0.4,,0.218,,0.092,101345.0
320329,2.0,,0.0,,0.0,,1.0,,0.0,,0.0,101345.0
320332,62.0,,0.333,,0.29,,0.403,,0.306,,0.1,101345.0
320336,19.0,,0.421,,0.053,,0.579,,0.368,,0.135,101345.0
320338,32.0,,0.091,,0.455,,0.333,,0.212,,0.182,101345.0
320339,38.0,,0.154,,0.231,,0.385,,0.385,,0.141,101345.0
320340,44.0,,0.295,,0.182,,0.591,,0.227,,0.16899999999999998,101345.0
320341,20.0,,0.35,,0.0,,0.7,,0.3,,0.024,101345.0
320342,24.0,,0.208,,0.16699999999999998,,0.583,,0.25,,0.229,101345.0
320343,33.0,,0.235,,0.471,,0.324,,0.206,,0.25,101345.0
320344,22.0,,0.261,,0.304,,0.435,,0.261,,0.426,101345.0
320346,46.0,,0.239,,0.37,,0.435,,0.196,,0.369,101345.0
320347,33.0,,0.242,,0.273,,0.394,,0.333,,0.092,101345.0
320348,27.0,,0.259,,0.07400000000000001,,0.778,,0.14800000000000002,,0.067,101345.0
320352,48.0,,0.292,,0.438,,0.313,,0.25,,0.124,101345.0
320353,7.0,,0.5710000000000001,,0.0,,0.857,,0.14300000000000002,,0.514,101345.0
320354,23.0,,0.304,,0.292,,0.5,,0.208,,0.15,101345.0
320355,60.0,,0.1,,0.617,,0.2,,0.183,,0.23,101345.0
320356,94.0,,0.277,,0.277,,0.468,,0.255,,0.225,101345.0
320360,50.0,,0.255,,0.42,,0.34,,0.24,,0.214,101345.0
320362,40.0,,0.244,,0.341,,0.366,,0.293,,0.207,101345.0
320363,39.0,,0.41,,0.256,,0.564,,0.179,,0.198,101345.0
320364,51.0,,0.308,,0.231,,0.596,,0.173,,0.14,101345.0
320365,110.0,,0.318,,0.255,,0.527,,0.218,,0.14400000000000002,101345.0
320366,64.0,,0.234,,0.25,,0.516,,0.234,,0.171,101345.0
320367,34.0,,0.206,,0.265,,0.5589999999999999,,0.17600000000000002,,0.091,101345.0
320368,89.0,,0.157,,0.438,,0.36,,0.202,,0.234,101345.0
320369,44.0,,0.205,,0.341,,0.5,,0.159,,0.18,101345.0
320370,44.0,,0.289,,0.17800000000000002,,0.467,,0.35600000000000004,,0.191,101345.0
320372,49.0,,0.184,,0.122,,0.5710000000000001,,0.306,,0.132,101345.0
320374,30.0,,0.2,,0.29,,0.387,,0.32299999999999995,,0.037000000000000005,101345.0
320376,46.0,,0.191,,0.213,,0.511,,0.277,,0.18600000000000005,101345.0
320388,42.0,,0.238,,0.31,,0.381,,0.31,,0.228,101345.0
320400,31.0,,0.258,,0.258,,0.581,,0.161,,0.349,101345.0
320701,22.0,,0.182,,0.318,,0.409,,0.273,,0.103,101345.0
320LEA,44.166666666666664,0.333,0.30416666666666664,0.407,0.222,0.13,0.5035,0.463,0.27449999999999997,0.14800000000000002,0.17149999999999999,101345.0
32A000,46.0,,,,,,,,,,,101345.0
32B000,24.0,,,,,,,,,,,101345.0
32C000,17.0,,,,,,,,,,,101345.0
32D000,64.0,,,,,,,,,,,101345.0
32H000,37.0,,,,,,,,,,,101345.0
32K000,48.0,,,,,,,,,,,101345.0
32L000,99.0,,,,,,,,,,,101345.0
32M000,14.0,,,,,,,,,,,101345.0
32N000,34.0,,,,,,,,,,,101345.0
32P000,15.0,,,,,,,,,,,101345.0
32Q000,14.0,,,,,,,,,,,101345.0
32R000,28.0,,,,,,,,,,,101345.0
32S000,15.0,,,,,,,,,,,101345.0
330304,46.0,,0.174,,0.217,,0.37,,0.413,,0.259,101345.0
330308,46.0,,0.109,,0.196,,0.674,,0.13,,0.146,101345.0
330312,20.0,,0.2,,0.35,,0.4,,0.25,,0.349,101345.0
330326,8.0,,0.125,,0.375,,0.25,,0.375,,0.25,101345.0
330328,24.0,,0.16699999999999998,,0.25,,0.542,,0.208,,0.184,101345.0
330332,9.0,,0.222,,0.3,,0.5,,0.2,,0.333,101345.0
330334,15.0,,0.214,,0.2,,0.6,,0.2,,0.438,101345.0
330340,23.0,,0.261,,0.391,,0.391,,0.217,,0.364,101345.0
330344,20.0,,0.1,,0.45,,0.2,,0.35,,0.262,101345.0
330348,21.0,,0.095,,0.238,,0.238,,0.524,,0.258,101345.0
330350,45.0,,0.222,,0.156,,0.5329999999999999,,0.311,,0.18,101345.0
330354,35.0,,0.0,,0.229,,0.5429999999999999,,0.229,,0.182,101345.0
330358,37.0,,0.054000000000000006,,0.135,,0.703,,0.162,,0.2,101345.0
330360,46.0,,0.087,,0.609,,0.174,,0.217,,0.18600000000000005,101345.0
330LEA,31.25,0.077,0.131,0.8459999999999999,0.34299999999999997,0.077,0.39349999999999996,0.077,0.2635,0.21400000000000002,0.23275,101345.0
33A000,60.0,,,,,,,,,,,101345.0
340308,35.0,,0.28600000000000003,,0.343,,0.371,,0.28600000000000003,,0.171,101345.0
340311,61.0,,0.23,,0.098,,0.6559999999999999,,0.246,,0.036000000000000004,101345.0
340314,39.0,,0.256,,0.103,,0.6409999999999999,,0.256,,0.107,101345.0
340320,38.0,,0.316,,0.158,,0.579,,0.263,,0.14300000000000002,101345.0
340326,47.0,,0.34,,0.149,,0.596,,0.255,,0.05,101345.0
340330,51.0,,0.157,,0.212,,0.5379999999999999,,0.25,,0.135,101345.0
340332,64.0,,0.313,,0.031,,0.828,,0.141,,0.182,101345.0
340334,47.0,,0.362,,0.128,,0.638,,0.234,,0.142,101345.0
340336,44.0,,0.364,,0.136,,0.614,,0.25,,0.094,101345.0
340344,12.0,,0.231,,0.16699999999999998,,0.667,,0.16699999999999998,,0.163,101345.0
340348,49.0,,0.306,,0.08199999999999999,,0.653,,0.265,,0.086,101345.0
340350,65.0,,0.197,,0.185,,0.5379999999999999,,0.277,,0.21,101345.0
340351,21.0,,0.381,,0.1,,0.5,,0.4,,0.307,101345.0
340354,36.0,,0.306,,0.139,,0.583,,0.278,,0.121,101345.0
340362,13.0,,0.385,,0.0,,0.615,,0.385,,0.16699999999999998,101345.0
340364,109.0,,0.257,,0.138,,0.642,,0.22,,0.175,101345.0
340366,54.0,,0.273,,0.2,,0.618,,0.182,,0.075,101345.0
340368,52.0,,0.189,,0.308,,0.5,,0.192,,0.174,101345.0
340372,59.0,,0.22,,0.254,,0.542,,0.203,,0.147,101345.0
340376,43.0,,0.163,,0.512,,0.18600000000000005,,0.302,,0.265,101345.0
340380,50.0,,0.26,,0.18,,0.56,,0.26,,0.271,101345.0
340382,86.0,,0.23,,0.161,,0.667,,0.172,,0.08199999999999999,101345.0
340384,46.0,,0.234,,0.255,,0.532,,0.213,,0.194,101345.0
340385,23.0,,0.458,,0.083,,0.625,,0.292,,0.267,101345.0
340390,47.0,,0.17,,0.447,,0.362,,0.191,,0.302,101345.0
340392,48.0,,0.188,,0.306,,0.327,,0.3670000000000001,,0.14800000000000002,101345.0
340398,25.0,,0.36,,0.04,,0.72,,0.24,,0.245,101345.0
340400,41.0,,0.268,,0.146,,0.61,,0.244,,0.095,101345.0
340403,40.0,,0.275,,0.325,,0.475,,0.2,,0.2,101345.0
340406,76.0,,0.25,,0.118,,0.605,,0.276,,0.145,101345.0
