agency_code,ccc_pct_COMP1Y_ALL_161,ccc_pct_COMP1Y_AM7_161,ccc_pct_COMP1Y_AS7_161,ccc_pct_COMP1Y_BL7_161,ccc_pct_COMP1Y_EDS_161,ccc_pct_COMP1Y_FEM_161,ccc_pct_COMP1Y_HI7_161,ccc_pct_COMP1Y_MALE_161,ccc_pct_COMP1Y_MU7_161,ccc_pct_COMP1Y_SWD_161,ccc_pct_COMP1Y_WH7_161,ccc_pct_NOCOMP1Y_ALL_161,ccc_pct_NOCOMP1Y_AM7_161,ccc_pct_NOCOMP1Y_AS7_161,ccc_pct_NOCOMP1Y_BL7_161,ccc_pct_NOCOMP1Y_EDS_161,ccc_pct_NOCOMP1Y_ELS_161,ccc_pct_NOCOMP1Y_FEM_161,ccc_pct_NOCOMP1Y_HI7_161,ccc_pct_NOCOMP1Y_MALE_161,ccc_pct_NOCOMP1Y_MU7_161,ccc_pct_NOCOMP1Y_SWD_161,ccc_pct_NOCOMP1Y_WH7_161,ccc_pct_NOINFO_ALL_161,ccc_pct_NOINFO_AM7_161,ccc_pct_NOINFO_AS7_161,ccc_pct_NOINFO_BL7_161,ccc_pct_NOINFO_EDS_161,ccc_pct_NOINFO_ELS_161,ccc_pct_NOINFO_FEM_161,ccc_pct_NOINFO_HI7_161,ccc_pct_NOINFO_MALE_161,ccc_pct_NOINFO_MU7_161,ccc_pct_NOINFO_SWD_161,ccc_pct_NOINFO_WH7_161
060700,42.857142857,,,,15.873015873,22.222222222,,20.634920635,,,41.26984127,22.222222222,,,,12.698412698,,15.873015873,,6.349206349199999,,,20.634920635,34.920634921,,,,12.698412698,,23.80952381,,11.111111111,,,34.920634921
060LEA,44.339622641999995,,,,16.037735849,22.641509434,,21.698113208000002,,,43.396226415,26.41509434,,,,16.037735849,,13.20754717,,13.20754717,,,23.58490566,29.245283019000002,,,,11.320754717,,18.867924528,,10.377358491,,,29.245283019000002
06A000,,,,,,,,,,,,95.0,,,,95.0,,95.0,,,,,95.0,,,,,,,,,,,,
06B000,33.333333333,,,,33.333333333,33.333333333,,,,,33.333333333,66.666666667,,,,66.666666667,,33.333333333,,33.333333333,,,66.666666667,,,,,,,,,,,,
070310,5.8823529412,,,5.8823529412,5.8823529412,,,5.8823529412,,,,47.058823528999994,,,29.411764706,47.058823528999994,,17.647058824000002,5.8823529412,29.411764706,5.8823529412,11.764705882000001,5.8823529412,47.058823528999994,,,41.176470588,47.058823528999994,,41.176470588,,5.8823529412,5.8823529412,,
070330,58.904109588999994,,,6.8493150685,21.917808219,34.246575342,,24.657534246999997,,,49.31506849300001,32.876712329,,,5.4794520548,16.438356164,,19.178082192,,13.698630137,,,24.657534246999997,8.219178082200001,,,,,,,,,,,5.4794520548
070339,26.666666666999998,,,17.777777778,20.0,22.222222222,,,,,6.666666666699999,42.222222222,,,20.0,24.444444444000002,,17.777777778,,24.444444444000002,,,22.222222222,31.111111111,,,22.222222222,28.888888889,,11.111111111,,20.0,,,6.666666666699999
070342,37.984496124,,,6.976744186,14.728682170999999,23.255813953,,14.728682170999999,,,25.581395349,39.534883721,,,13.953488372,24.031007751999997,,24.031007751999997,,15.503875969000001,,,20.15503876,22.480620155,,,8.5271317829,13.178294574,,11.627906977,,10.852713178,,,8.5271317829
070LEA,39.772727273,,,8.7121212121,17.045454545,24.621212121,,15.151515152,,,27.272727273,38.636363636,,,13.636363635999999,23.484848485,,21.212121212,,17.424242424000006,,,20.833333333,21.590909091,,,11.363636364000001,15.53030303,,11.363636364000001,,10.227272727,,,6.8181818182
080311,62.5,,,37.5,50.0,,,62.5,,,25.0,12.5,,,,,,12.5,,,,,12.5,25.0,,,12.5,,,12.5,,12.5,,,12.5
080312,30.555555555999998,,,25.0,23.611111111,18.055555555999998,,12.5,,,5.5555555556,36.111111111,,,34.722222222,34.722222222,,25.0,,11.111111111,,,,33.333333333,,,33.333333333,30.555555555999998,,16.666666667,,16.666666667,,,
080700,60.0,,,53.333333333,48.88888888899999,44.444444444,,15.555555556,,,,22.222222222,,,20.0,20.0,,15.555555556,,6.666666666699999,,,,17.777777778,,,13.333333332999999,11.111111111,,8.8888888889,,8.8888888889,,,
080LEA,43.2,,,36.0,34.4,26.4,,16.8,,,6.4,29.6,,,27.2,27.2,,20.8,,8.8,,,,27.2,,,24.8,21.6,,13.6,,13.6,,,
090330,47.916666667,,,28.125,30.208333333000002,32.291666667,,15.625,,,19.791666667,31.25,,,20.833333333,18.75,,12.5,,18.75,,,9.375,20.833333333,,,14.583333332999999,13.541666667000001,,8.3333333333,,12.5,,5.2083333333,
090368,42.857142857,,,18.253968254,22.222222222,28.571428571,,14.285714286,,,22.222222222,34.920634921,,,9.5238095238,25.396825396999997,,16.666666667,,18.253968254,,,22.222222222,22.222222222,,,7.9365079365,15.079365079,,7.1428571429,,15.079365079,,,11.111111111
090LEA,45.045045045,,,22.522522523000003,25.675675675999997,30.18018018,,14.864864865,,,21.171171170999997,33.333333333,,,14.414414414000001,22.522522523000003,,14.864864865,,18.468468468,,,16.666666667,21.621621622,,,10.810810811,14.414414414000001,,7.6576576577,,13.963963964000001,,,7.6576576577
100307,48.484848485,,,,9.0909090909,27.272727273,,21.212121212,,,45.454545455,30.303030303000003,,,,18.181818182,,,,27.272727273,,,27.272727273,21.212121212,,,12.121212121,12.121212121,,18.181818182,,,,,6.0606060606
100308,12.5,,,,12.5,12.5,,,12.5,,,50.0,,,25.0,50.0,,25.0,,25.0,,,25.0,37.5,,,12.5,25.0,,37.5,,,,,25.0
100326,51.724137931,,,13.793103448,30.172413793,26.724137930999998,6.0344827586,25.0,,,29.310344828,32.75862069,,,10.344827586000001,20.689655172000002,,18.103448275999998,,14.655172414,,,16.379310345,15.517241379000001,,,6.0344827586,11.206896552,,6.0344827586,,9.4827586207,,,8.6206896552
100334,54.301075268999995,,,5.9139784946,17.741935484000003,32.258064516,,22.043010753,,,47.311827957,26.344086022,,,,10.752688172000001,,10.752688172000001,,15.591397849000002,,,20.967741935,19.35483871,,,5.3763440860000005,8.064516129,,9.1397849462,,10.215053763,,,11.827956989
100348,54.385964912,,,8.1871345029,20.467836257000002,38.596491228000005,,15.789473684,,,40.935672515,28.070175439,,,,15.204678363,,19.298245614000002,,8.7719298246,,,21.052631579,17.543859649,,,,8.7719298246,,8.7719298246,,8.7719298246,,,14.619883041
100LEA,52.723735409,,,8.1712062257,20.817120623,32.490272374,,20.233463035,,,40.272373541,28.988326848000003,,,5.6420233463,15.564202335,,14.980544747,,14.007782100999998,,,20.428015564000003,18.287937743,,,,9.53307393,,9.338521400800001,,8.9494163424,,,11.86770428
110303,17.647058824000002,,,,17.647058824000002,5.8823529412,,11.764705882000001,,11.764705882000001,17.647058824000002,41.176470588,,,11.764705882000001,29.411764706,,35.294117647,,5.8823529412,5.8823529412,,23.529411765,41.176470588,,,23.529411765,23.529411765,,17.647058824000002,,23.529411765,11.764705882000001,17.647058824000002,5.8823529412
110304,52.657004831,,,,6.7632850242,29.951690821,,22.70531401,,,44.927536232,27.536231884,,,,9.6618357488,,13.526570048,,14.009661836,,,23.671497585,19.806763285,,,,,,12.077294685999998,,7.729468599,,,15.942028985999999
110322,44.444444444,,,,5.5555555556,22.222222222,,22.222222222,,,44.444444444,38.888888889,,,,11.111111111,,16.666666667,,22.222222222,,5.5555555556,38.888888889,16.666666667,,,,5.5555555556,,11.111111111,,5.5555555556,5.5555555556,,11.111111111
